Time,Event,EventTime,U,Beta,G1_1,G1_2,X1_1,X1_2,XX1,SS,gg1,z1,G11,G22,rho,delta
0,NaN,NaN,0,0,0,0,-0.4,-0.4,130807.474495653,0,6540373.72478267,0,0.0268556713591198,0.238612492236635,0,0
0.01,1,0.01,0,0,0,0,-0.4,-0.4,130807.474495653,0,0,0,0.0204708416032347,0.234660556060538,0,0
0.02,NaN,NaN,0,0,0,0,-0.4,-0.4,130807.474495653,0,0,0,0.0147011347937631,0.255259157467105,0,0
0.03,NaN,NaN,0,0,0,0,-0.4,-0.4,130807.474495653,0,0,0,0.00925465031534696,0.269858080588429,0,0
0.04,NaN,NaN,0,0,0,0,-0.4,-0.4,130807.474495653,0,0,0,0.00427919912420363,0.245322037331085,0,0
0.05,NaN,NaN,0,1,-0.119427298534386,-0.7698665359089,-0.583005314371408,-0.356000357285715,130807.474495653,6540373.72478267,0,-0.4,0.00176647226818088,0.235033008888865,0.702328581931471,0.122328581931471
0.06,1,0.05,-0.00128696327353666,1,-0.139092447878458,-0.830578868538528,-0.745511201316567,-0.314572423818286,278722.619877302,13936130.9938651,0,-0.583005314371407,0.00794877130929576,0.229420161991073,0.708864479670774,0.128864479670775
0.07,1,0.01,-0.00182163853230538,0,-0.158648504297499,-0.876393067472823,-0.901341682061403,-0.275678285808615,461480.059446276,23074002.9723138,0,-0.745511201316567,0.0142954757742043,0.272558693898893,0.71635751768991,0.13635751768991
0.08,1,0.01,-0.00176739801018301,1,-0.17808086811733,-0.910424593900427,-1.00460794855597,-0.239098385198296,682106.895158754,34105344.7579377,0,-0.901341682061403,0.0177225989799603,0.248367612506385,0.708544954033117,0.128544954033117
0.09,NaN,NaN,-0.00176739801018301,1,-0.197375320224904,-0.935409070603099,-1.09132469849744,-0.20514471749388,853883.515108357,42694175.7554179,498589.827968064,-1.00460794855597,0.0274662848920458,0.253239919627649,0.716085374156116,0.136085374156116
0.1,1,0.02,-0.00290343673290465,1,-0.216518061493029,-0.953594123708712,-1.19280477064561,-0.173723307091976,1013921.66807203,50696083.4036017,0,-1.09132469849744,0.0327732467168068,0.28085748702173,0.711908217030025,0.131908217030025
0.11,NaN,NaN,-0.00290343673290465,0,-0.235495749538498,-0.966747287784237,-1.24025135035134,-0.144451963043652,1218049.69445468,60902484.7227342,476990.337568128,-1.19280477064561,0.038136994068952,0.265590134461466,0.700871241268094,0.120871241268094
0.12,NaN,NaN,-0.00290343673290465,1,-0.254295532626391,-0.976217736711226,-1.26527871747047,-0.117606474914203,1322208.89189049,66110444.5945246,1049049.86663543,-1.24025135035134,0.0467872098160788,0.238911878911018,0.696896803130602,0.116896803130602
0.13,1,0.03,-0.00345779674620508,0,-0.272905080563133,-0.983014274296711,-1.32175211117608,-0.0932276182155397,1380748.05832976,69037402.916488,0,-1.26527871747047,0.0505345497343041,0.274794898520626,0.710319399945853,0.130319399945853
0.14,NaN,NaN,-0.00345779674620508,1,-0.291312612451591,-0.987880397016832,-1.33271739663155,-0.0706914631698515,1511726.7566573,75586337.8328648,151658.94943946,-1.32175211117608,0.057280293592548,0.228292619116941,0.710788829765289,0.130788829765289
0.15,NaN,NaN,-0.00345779674620508,1,-0.309506921212638,-0.991358532960176,-1.3117291297281,-0.0502975171312733,1540962.3203722,77048116.0186099,230355.150488206,-1.33271739663155,0.063136090701663,0.225160164606813,0.705560856148706,0.125560856148706
0.16,NaN,NaN,-0.00345779674620508,1,-0.327477394808705,-0.993841590757045,-1.3310968765764,-0.0321581034328475,1496173.07120462,74808653.5602308,135247.068725838,-1.3117291297281,0.0591294385767669,0.25144556949609,0.721319701256249,0.141319701256249
0.17,NaN,NaN,-0.00345779674620508,1,-0.345214034135521,-0.995612733286583,-1.31972762321379,-0.0156370107910718,1544085.18879664,77204259.4398319,259469.221055283,-1.3310968765764,0.0729173908731585,0.232291621122755,0.715672335255631,0.135672335255631
0.18,NaN,NaN,-0.00345779674620508,1,-0.362707467578051,-0.996875298099342,-1.26817269538311,-0.000878712688847086,1520771.97638799,76038598.8193997,212061.00750862,-1.31972762321379,0.0718343664081411,0.251660225560609,0.711643113017833,0.131643113017833
0.19,NaN,NaN,-0.00345779674620508,1,-0.379948962255225,-0.997774927934279,-1.25784032777026,0.0118830829530258,1406779.86298015,70338993.1490077,59536.6180044551,-1.26817269538311,0.0912971047394863,0.263310499210838,0.719983066764401,0.139983066764401
0.2,NaN,NaN,-0.00345779674620508,1,-0.396930432005078,-0.99841575172321,-1.23365968593458,0.0232660969346304,1386217.92187301,69310896.0936507,65539.5466938659,-1.25784032777026,0.0856982925509247,0.269193914245059,0.705384424931951,0.125384424931951
0.21,NaN,NaN,-0.00345779674620508,1,-0.413644442187135,-0.998872121582616,-1.16528264124988,0.0332729496051093,1335481.46167778,66774073.0838891,95129.342236593,-1.23365968593458,0.102269582067506,0.225390319015897,0.706290892679725,0.126290892679725
