Time,Event,EventTime,H1,H2,U,Beta,G1_1,G1_2,G1_3,X1_1,X1_2,X1_3,XX1,SS
1.55,NaN,NaN,1,0,0.000628655044991303,1,1,1,1,0.000635908758431776,-0.126757138825678,-0.203369008720037,12809829.374135,28466287.4980778
1.56,NaN,NaN,1,0,0.000628655044991303,1,1,1,1,0.000656229549926522,-0.123463866795933,-0.200552998343212,12370824.9406122,27490722.0902494
1.57,NaN,NaN,1,0,0.000628655044991303,1,1,1,1,0.000719695929583653,-0.120203367242551,-0.197673562406451,11936343.0776951,26525206.8393225
1.58,NaN,NaN,1,0,0.000628655044991303,1,1,1,1,0.000816189796965676,-0.116975627558927,-0.19473584142599,11505047.1822283,25566771.516063
1.59,NaN,NaN,1,0,0.000628655044991303,1,1,1,1,0.000918806708911945,-0.113799610121259,-0.191763526977835,11077993.4840135,24617763.2978078
1.6,NaN,NaN,1,0,0.000628655044991303,1,1,1,1,0.000992881122931455,-0.110707394835672,-0.188793072169134,10659417.6546286,23687594.7880636
1.61,NaN,NaN,1,0,0.000628655044991303,1,1,1,1,0.00101475429411689,-0.107726769906899,-0.185856425252724,10255261.3951525,22789469.7670055
1.62,1,0.3,1,0,0.000191310196459259,1,1,1,1,0.000983027253697465,-0.104867702982278,-0.182967671848013,9869971.61138567,21933270.2475237
1.63,NaN,NaN,1,0,0.000191310196459259,1,1,1,1,0.000913524777942375,-0.102122997450658,-0.180123800943248,9504476.08102052,21121057.9578234
1.64,NaN,NaN,1,0,0.000191310196459259,1,1,1,1,0.000827275858096055,-0.0994770054228825,-0.177313417005589,9156799.89504439,20348444.2112098
1.65,NaN,NaN,1,0,0.000191310196459259,1,1,1,1,0.000742669010533757,-0.09691255296054,-0.174523583732504,8823861.96085738,19608582.1352386
1.66,NaN,NaN,1,0,0.000191310196459259,1,1,1,1,0.000673890945482929,-0.0944131097022692,-0.171741892574287,8502701.68023473,18894892.6227438
1.67,NaN,NaN,1,0,0.000191310196459259,1,1,1,1,0.000632556259438276,-0.0919620522388627,-0.168955643309944,8190783.08752559,18201740.1945013
1.68,NaN,NaN,1,0,0.000191310196459259,1,1,1,1,0.000629202307760342,-0.0895417278040126,-0.1661508495598,7885817.70278931,17524039.3395318
1.69,NaN,NaN,1,0,0.000191310196459259,1,1,1,1,0.00067179435960764,-0.087135207206945,-0.163313949158466,7585592.5627457,16856872.3616571
1.7,NaN,NaN,1,0,0.000191310196459259,0,1,1,1,0.000840133708061497,-0.0847333174442527,-0.160438801961717,7288224.97671091,16196055.503802
1.71,NaN,NaN,1,0,0.000191310196459259,1,1,1,1,0.000938177785214496,-0.0823429874929971,-0.157536988124105,6990283.74100892,15533963.8689087
1.72,NaN,NaN,1,0,0.000191310196459259,1,1,1,1,0.00102945526016479,-0.0799965122455029,-0.154640682164589,6699963.16412341,14888807.0313854
1.73,NaN,NaN,1,0,0.000191310196459259,1,1,1,1,0.0010773534325337,-0.077730898391446,-0.15178911138013,6418334.74745328,14262966.1054517
1.74,NaN,NaN,1,0,0.000191310196459259,1,1,1,1,0.00106584764774429,-0.0755695806507844,-0.149007864490502,6150280.59619552,13667290.2137678
1.75,NaN,NaN,1,0,0.000191310196459259,1,1,1,1,0.00100367006989215,-0.0735141312185556,-0.146300774470243,5898241.00090471,13107202.2242327
1.76,NaN,NaN,1,0,0.000191310196459259,1,1,1,1,0.000912459590442976,-0.0715512886375879,-0.143657014339612,5661545.92746276,12581213.1721395
1.77,NaN,NaN,1,0,0.000191310196459259,1,1,1,1,0.000814138064630518,-0.0696631518562903,-0.141061238268807,5437766.32871555,12083925.1749235
1.78,NaN,NaN,1,0,0.000191310196459259,1,1,1,1,0.000725816193265075,-0.0678323262935124,-0.13849861725348,5224212.58145851,11609361.29213
1.79,NaN,NaN,1,0,0.000191310196459259,1,1,1,1,0.000660538857150859,-0.0660422067044997,-0.135955016646964,5018576.69838481,11152392.6630773
1.8,NaN,NaN,1,0,0.000191310196459259,1,1,1,1,0.000629755464663946,-0.0642753669352545,-0.133415309270886,4818901.72036184,10708670.489693
1.81,NaN,NaN,1,0,0.000191310196459259,1,1,1,1,0.000644207321981619,-0.0625130376390009,-0.130862800093756,4623344.14168258,10274098.092628
1.82,NaN,NaN,1,0,0.000191310196459259,1,1,1,1,0.000710142432904879,-0.0607390773804407,-0.128283155021087,4430105.71350377,9844679.36334171
1.83,NaN,NaN,1,0,0.000191310196459259,1,1,1,1,0.000819794655494389,-0.0589504011991843,-0.125674793130636,4237880.74874935,9417512.77499857
1.84,NaN,NaN,1,0,0.000191310196459259,1,1,1,1,0.000943509254547816,-0.0571675676144469,-0.123059460732336,4046922.71008874,8993161.57797497
1.85,NaN,NaN,1,0,0.000191310196459259,1,1,1,1,0.00103804546051067,-0.0554306335156624,-0.120478139909563,3859914.12830522,8577586.95178938
1.86,NaN,NaN,1,0,0.000191310196459259,1,1,1,1,0.00107121146551559,-0.0537769820336135,-0.117969029587255,3681127.45201477,8180283.22669949
1.87,1,0.25,1,0,8.23807509010007e-05,1,1,1,1,0.00103916793376842,-0.0522216945766129,-0.115548125568981,3513930.54431908,7808734.5429313
1.88,NaN,NaN,1,0,8.23807509010007e-05,1,1,1,1,0.000960870479104321,-0.0507575201807458,-0.113209334062635,3359030.34185491,7464511.87078869
1.89,NaN,NaN,1,0,8.23807509010007e-05,1,1,1,1,0.000861800259148827,-0.0493667594663595,-0.110936358585216,3214914.84960719,7144255.2213493
1.9,NaN,NaN,1,0,8.23807509010007e-05,1,1,1,1,0.000763444596813143,-0.0480306274839968,-0.108711958707922,3079309.78533228,6842910.63407174
1.91,NaN,NaN,1,0,8.23807509010007e-05,0,1,1,1,0.000741534146370813,-0.0467319061950847,-0.106520473804577,2950138.69735465,6555863.77189921
1.92,NaN,NaN,1,0,8.23807509010007e-05,1,1,1,1,0.000677084784368632,-0.0454521351137206,-0.104346374295327,2824356.60332965,6276348.00739922
1.93,NaN,NaN,1,0,8.23807509010007e-05,1,1,1,1,0.000655824363791571,-0.0441743239118571,-0.102172148301927,2703468.12113415,6007706.93585366
1.94,NaN,NaN,1,0,8.23807509010007e-05,1,1,1,1,0.00068826059617276,-0.0428785762213172,-0.0999790721086693,2584356.38351126,5743014.18558058
1.95,NaN,NaN,1,0,8.23807509010007e-05,1,1,1,1,0.000776807601497236,-0.04155130188086,-0.0977544589978346,2465659.38442066,5479243.07649036
1.96,NaN,NaN,1,0,8.23807509010007e-05,1,1,1,1,0.000903605118281216,-0.0401989944105195,-0.0955054023748715,2346703.35935652,5214896.3541256
1.97,NaN,NaN,1,0,8.23807509010007e-05,1,1,1,1,0.00102690941847187,-0.0388557352389189,-0.0932662857638273,2228499.72432259,4952221.60960576
1.98,NaN,NaN,1,0,8.23807509010007e-05,1,1,1,1,0.00110029580219882,-0.037568483914459,-0.0910841735795113,2114026.42557564,4697836.50127921
1.99,NaN,NaN,1,0,8.23807509010007e-05,1,1,1,1,0.00110125064690705,-0.0363691843933813,-0.0889911240886998,2006749.06292438,4459442.36205418
2,NaN,NaN,1,0,8.23807509010007e-05,1,1,1,1,0.00103926474315937,-0.0352618664253214,-0.0869915074057447,1908490.55797818,4241090.1288404
2.01,NaN,NaN,1,0,8.23807509010007e-05,0,1,1,1,0.00100070885912765,-0.0342315282405049,-0.0850709801690039,1818818.69385084,4041819.31966853
2.02,NaN,NaN,1,0,8.23807509010007e-05,1,1,1,1,0.000880354006461902,-0.0332564553192824,-0.0832102041448401,1734993.34835909,3855540.7741313
2.03,NaN,NaN,1,0,8.23807509010007e-05,1,1,1,1,0.000771516598725257,-0.0323196742836404,-0.0813914049110342,1657534.70250183,3683410.45000407
2.04,NaN,NaN,1,0,8.23807509010007e-05,1,1,1,1,0.000687961743012309,-0.0314039952207987,-0.0795984807816474,1583691.1917056,3519313.75934578
2.05,NaN,NaN,1,0,8.23807509010007e-05,1,1,1,1,0.000641767846269954,-0.0304913570249307,-0.0778143380068364,1512301.18688648,3360669.30419218
2.06,NaN,NaN,1,0,8.23807509010007e-05,1,1,1,1,0.000645474192832576,-0.0295610658632339,-0.0760190710081126,1442284.12170375,3205075.82600833
2.07,NaN,NaN,1,0,8.23807509010007e-05,1,1,1,1,0.000708977700033848,-0.0285928629465305,-0.0741929833311739,1372527.19487544,3050060.43305653
2.08,NaN,NaN,1,0,8.23807509010007e-05,1,1,1,1,0.000828204345878238,-0.0275788139806796,-0.0723284310213291,1302093.70289665,2893541.56199256
2.09,1,0.22,1,0,3.74451505602855e-05,1,1,1,1,0.00097222679323762,-0.0265389126057074,-0.0704453952462175,1230913.27515727,2735362.83368283
2.1,NaN,NaN,1,0,3.74451505602855e-05,1,1,1,1,0.00108891100359429,-0.0255205605116769,-0.0685909990115215,1160520.55047982,2578934.55662183
2.11,NaN,NaN,1,0,3.74451505602855e-05,1,1,1,1,0.00113551459928949,-0.0245718872404933,-0.0668129873319891,1093697.89303906,2430439.76230902
2.12,NaN,NaN,1,0,3.74451505602855e-05,1,1,1,1,0.00110426136911464,-0.0237141267111707,-0.065132354173993,1032783.53310668,2295074.51801485
2.13,NaN,NaN,1,0,3.74451505602855e-05,1,1,1,1,0.00101719805393725,-0.0229398538902483,-0.0635417709802055,978336.611293824,2174081.35843072
