Time,Event,EventTime,H1,H2,U,Beta,G1_1,G1_2,G1_3,X1_1,X1_2,X1_3,XX1,SS,gg1,z1
0.58,NaN,NaN,0,0,0,0,0,0,0,1,-1,0.5,589981545.348538,0,0,0
0.59,NaN,NaN,0,0,0,0,0,0,0,1,-1,0.5,589981545.348538,0,0,0
0.6,NaN,NaN,0,0,0,0,0,0,0,1,-1,0.5,589981545.348538,0,0,0
0.61,NaN,NaN,0,0,0,0,0,0,0,1,-1,0.5,589981545.348538,0,0,0
0.62,NaN,NaN,0,0,0,0,0,0,0,1,-1,0.5,589981545.348538,0,0,0
0.63,NaN,NaN,0,0,0,0,0,0,0,1,-1,0.5,589981545.348538,0,0,0
0.64,NaN,NaN,0,0,0,0,0,0,0,1,-1,0.5,589981545.348538,0,0,0
0.65,NaN,NaN,0,0,0,0,0,0,0,1,-1,0.5,589981545.348538,0,0,0
0.66,NaN,NaN,0,0,0,0,0,0,0,1,-1,0.5,589981545.348538,0,0,0
0.67,NaN,NaN,0,0,0,0,0,0,0,1,-1,0.5,589981545.348538,0,0,0
0.68,NaN,NaN,0,0,0,0,0,0,0,1,-1,0.5,589981545.348538,0,0,0
0.69,NaN,NaN,0,0,0,0,0,0,0,1,-1,0.5,589981545.348538,0,0,0
0.7,NaN,NaN,0,0,0,0,0,0,0,1,-1,0.5,589981545.348538,0,0,0
0.71,NaN,NaN,0,0,0,0,0,0,0,1,-1,0.5,589981545.348538,0,0,0
0.72,NaN,NaN,0,0,0,0,0,0,0,1,-1,0.5,589981545.348538,0,0,0
0.73,NaN,NaN,0,0,0,0,0,0,0,1,-1,0.5,589981545.348538,0,0,0
0.74,NaN,NaN,0,0,0,0,0,0,0,1,-1,0.5,589981545.348538,0,0,0
0.75,NaN,NaN,0,0,0,0,0,0,0,1,-1,0.5,589981545.348538,0,0,0
0.76,NaN,NaN,0,0,0,0,0,0,0,1,-1,0.5,589981545.348538,0,0,0
0.77,NaN,NaN,0,0,0,0,0,0,0,1,-1,0.5,589981545.348538,0,0,0
0.78,NaN,NaN,0,0,0,0,0,0,0,1,-1,0.5,589981545.348538,0,0,0
0.79,NaN,NaN,0,0,0,0,0,0,0,1,-1,0.5,589981545.348538,0,0,0
0.8,NaN,NaN,0,0,0,0,0,0,0,1,-1,0.5,589981545.348538,0,0,0
0.81,NaN,NaN,1,0,0,1,1,1,1,0.808305278738448,-0.951028721261552,0.448714278738448,589981545.348538,1311070100.77453,0,1
0.82,NaN,NaN,1,0,0,0,1,1,1,0.653418052621105,-0.907903752573217,0.400892389922783,434309558.575334,965132352.38963,33023903.7685965,0.808305278738448
0.83,NaN,NaN,1,0,0,0,1,1,1,0.528269753845766,-0.869590399531713,0.356209286898266,327844302.494354,728542894.431899,109382843.032918,0.653418052621105
0.84,NaN,NaN,1,0,0,1,1,1,1,0.427141771340063,-0.835258026872028,0.314380147159884,254374139.167721,565275864.817159,205434382.182446,0.528269753845766
0.85,1,0.84,1,0,0.000503408682655625,0,1,1,1,0.345410405397387,-0.804238160149718,0.275155988594073,203127377.171803,451394171.492895,0,0.427141771340063
0.86,NaN,NaN,1,0,0.000503408682655625,1,1,1,1,0.279342469270605,-0.775988123195987,0.238322580006622,166930451.46768,370956558.817067,7054690.9106015,0.345410405397387
0.87,NaN,NaN,1,0,0.000503408682655625,0,1,1,1,0.22592802843188,-0.750062631762954,0.203698552325852,140992446.457856,313316547.684125,23723584.9773534,0.279342469270605
0.88,NaN,NaN,1,0,0.000503408682655625,1,1,1,1,0.182741472776828,-0.726093921955985,0.171130786542354,122101422.732556,271336494.961236,45259966.5239755,0.22592802843188
0.89,NaN,NaN,1,0,0.000503408682655625,1,1,1,1,0.14782700694297,-0.703777992324403,0.140488400957507,108093253.912342,240207230.916315,68789115.9114735,0.182741472776828
0.9,NaN,NaN,1,0,0.000503408682655625,1,1,1,1,0.119606156191085,-0.682863931942854,0.111657459071701,97501153.1255634,216669229.167919,92618214.3163395,0.14782700694297
0.91,1,0.06,1,0,0.000871336016292248,1,1,1,1,0.0968040348030992,-0.663144750767698,0.0845372390251332,89324387.5470242,198498638.993387,0,0.119606156191085
0.92,NaN,NaN,1,0,0.000871336016292248,1,1,1,1,0.0783903897241959,-0.64444960496645,0.0590375725389966,82875168.8260867,184167041.835748,998155.460566102,0.0968040348030992
0.93,NaN,NaN,1,0,0.000871336016292248,1,1,1,1,0.0635315982334841,-0.626638008841685,0.0350761828068983,77676876.355125,172615280.789167,3508368.04431883,0.0783903897241959
0.94,NaN,NaN,1,0,0.000871336016292248,1,1,1,1,0.0515506644525736,-0.609596570966634,0.0125750999884448,73396299.9989691,163102888.886598,6991193.3176555,0.0635315982334841
0.95,NaN,NaN,1,0,0.000871336016292248,1,1,1,1,0.0418939234006256,-0.59323775428528,-0.00854365705089011,69798722.3264786,155108271.836619,11088408.2497776,0.0515506644525736
0.96,NaN,NaN,1,0,0.000871336016292248,1,1,1,1,0.034105374210208,-0.577498238502779,-0.0283609682973936,66718318.8148195,148262930.699599,15562910.664231,0.0418939234006256
0.97,NaN,NaN,1,0,0.000871336016292248,1,1,1,1,0.0278101722629082,-0.562333714678902,-0.0469591111647374,64038263.5362796,142307252.302843,20259239.9923884,0.034105374210208
0.98,NaN,NaN,1,0,0.000871336016292248,1,1,1,1,0.0227055850057114,-0.547709913389375,-0.0644158359878734,61676201.8489963,137058226.331103,25076464.1345532,0.0278101722629082
0.99,NaN,NaN,1,0,0.000871336016292248,1,1,1,1,0.018553639762433,-0.533594115755376,-0.0807983804378101,59572661.5226625,132383692.272583,29948387.5713669,0.0227055850057114
1,NaN,NaN,1,0,0.000871336016292248,1,1,1,1,0.015170797792319,-0.519951435370385,-0.0961617825942008,57682227.4120011,128182727.582225,34829388.941916,0.018553639762433
1.01,NaN,NaN,1,0,0.000871336016292248,1,1,1,1,0.0124153485007547,-0.506745704031846,-0.110551385618386,55968053.2527048,124373451.672677,39685678.6956726,0.015170797792319
1.02,NaN,NaN,1,0,0.000871336016292248,1,1,1,1,0.010176083042575,-0.493941782847407,-0.124006426418645,54399244.067725,120887209.039389,44490926.9224097,0.0124153485007547
1.03,NaN,NaN,1,0,0.000871336016292248,1,1,1,1,0.00836427770736004,-0.481506956859957,-0.136562444130002,52949729.123972,117666064.719938,49224285.5881821,0.010176083042575
1.04,1,0.13,1,0,0.00120881581008163,1,1,1,1,0.00690854399482625,-0.469411162797277,-0.148252325430633,51597514.2210717,114661142.713493,0,0.00836427770736004
1.05,NaN,NaN,1,0,0.00120881581008163,1,1,1,1,0.00575097054321991,-0.457627033235089,-0.159107018174082,50323960.958644,111831024.352542,104743.544203933,0.00690854399482625
1.06,NaN,NaN,1,0,0.00120881581008163,1,1,1,1,0.0048429863652233,-0.446131052795464,-0.169157241069523,49113252.4478126,109140560.995139,396578.539152754,0.00575097054321991
1.07,NaN,NaN,1,0,0.00120881581008163,0,1,1,1,0.00414022345964638,-0.434906581468434,-0.178436968801562,47952381.7070565,106560848.237903,845972.546305198,0.0048429863652233
1.08,NaN,NaN,1,0,0.00120881581008163,1,1,1,1,0.00359774046754429,-0.423947554268637,-0.186987526079498,46831849.1222878,104070775.827306,1428118.68633706,0.00414022345964638
1.09,NaN,NaN,1,0,0.00120881581008163,1,1,1,1,0.00316925833111147,-0.41325911168854,-0.194858572689641,45746615.091425,101659144.647611,2122228.83904382,0.00359774046754429
1.1,NaN,NaN,1,0,0.00120881581008163,1,1,1,1,0.00281270644564897,-0.40285206959466,-0.20210291255495,44696027.3423965,99324505.2053257,2910845.08467238,0.00316925833111147
1.11,NaN,NaN,1,0,0.00120881581008163,1,1,1,1,0.00249830176460021,-0.392733791517145,-0.208767693938647,43681727.5248511,97070505.6107803,3779072.16677618,0.00281270644564897
1.12,NaN,NaN,1,0,0.00120881581008163,1,1,1,1,0.00221197252283824,-0.382902191577833,-0.214888703459286,42704480.2140506,94898844.9201124,4713868.23090236,0.00249830176460021
1.13,NaN,NaN,1,0,0.00120881581008163,1,1,1,1,0.00195182701637892,-0.373346098133016,-0.220490948073597,41762203.6214977,92804896.9366615,5703616.6383084,0.00221197252283824
1.14,NaN,NaN,1,0,0.00120881581008163,1,1,1,1,0.00172181257903812,-0.364049182079912,-0.22559271698145,40850201.9543497,90778226.5652215,6738004.09140107,0.00195182701637892
1.15,NaN,NaN,1,0,0.00120881581008163,1,1,1,1,0.00152710966167695,-0.354993425691108,-0.230209120634504,39962559.1612847,88805687.0250771,7808034.02410027,0.00172181257903812
1.16,NaN,NaN,1,0,0.00120881581008163,1,1,1,1,0.00137237832459461,-0.346160650605344,-0.234353658762541,39093310.5911676,86874023.5359281,8906022.32536161,0.00152710966167695
1.17,NaN,NaN,1,0,0.00120881581008163,1,1,1,1,0.0012615580974441,-0.337532834434517,-0.238038570142257,38236921.8719593,84970937.4932429,10025540.6677208,0.00137237832459461
1.18,NaN,NaN,1,0,0.00120881581008163,1,1,1,1,0.00119737351690825,-0.329092757257941,-0.241275513955397,37388352.2463514,83085227.2141143,11161338.1012562,0.0012615580974441
1.19,NaN,NaN,1,0,0.00120881581008163,1,1,1,1,0.0011790622005276,-0.320826516756209,-0.244078122297501,36543220.7667732,81207157.2594959,12309259.518639,0.00119737351690825
1.2,NaN,NaN,1,0,0.00120881581008163,1,1,1,1,0.00119832462485964,-0.312728251674075,-0.246466765663997,35698547.9387287,79330106.5305083,13466119.8342654,0.0011790622005276
1.21,NaN,NaN,1,0,0.00120881581008163,1,1,1,1,0.00123662805899738,-0.304804271914822,-0.248472740043784,34854119.5543069,77453599.0095708,14629431.5370606,0.00119832462485964
1.22,NaN,NaN,1,0,0.00120881581008163,1,1,1,1,0.00126889036898194,-0.297071291145679,-0.25013658953918,34013534.122521,75585631.38338,15796931.2264646,0.00123662805899738
1.23,NaN,NaN,1,0,0.00120881581008163,1,1,1,1,0.00127387655859423,-0.289547193038784,-0.251499006267421,33183332.5286996,73740738.9526657,16966095.4475972,0.00126889036898194
1.24,NaN,NaN,1,0,0.00120881581008163,1,1,1,1,0.00124349174227429,-0.282240877710251,-0.252590834229526,32369942.171205,71933204.8249001,18134034.8931796,0.00127387655859423
1.25,NaN,NaN,1,0,0.00120881581008163,1,1,1,1,0.00118349726362125,-0.275148922753656,-0.253429861383116,31576650.9981949,70170335.5515441,19297889.4419592,0.00124349174227429
1.26,NaN,NaN,1,0,0.00120881581008163,1,1,1,1,0.00110728464914093,-0.268259112984265,-0.254024411965045,30802910.2187287,68450911.5971749,20455354.5056464,0.00118349726362125
1.27,NaN,NaN,1,0,0.00120881581008163,1,1,1,1,0.00102936613650763,-0.261555514091919,-0.254378414820167,30045719.4491936,66768265.4426524,21604941.6971539,0.00110728464914093
1.28,NaN,NaN,1,0,0.00120881581008163,1,1,1,1,0.000962266029941228,-0.255021429597688,-0.254494320201272,29301312.1775722,65114027.0612715,22745953.4270774,0.00102936613650763
1.29,NaN,NaN,1,0,0.00120881581008163,1,1,1,1,0.000916271750420094,-0.248640098338921,-0.254373754776479,28566057.3697987,63480127.4884416,23878368.9311328,0.000962266029941228
1.3,NaN,NaN,1,0,0.00120881581008163,1,1,1,1,0.000899929492398735,-0.242394684180842,-0.254017481259519,27836628.3101689,61859174.0225976,25002777.8582088,0.000916271750420094
1.31,NaN,NaN,1,0,0.00120881581008163,1,1,1,1,0.000919202593305251,-0.23626949606613,-0.253426601247123,27109960.940301,60244357.6451133,26120352.4903097,0.000899929492398735
1.32,1,0.28,1,0,0.000628861146000471,1,1,1,1,0.000973954472555965,-0.230254035768638,-0.252606595579815,26383564.3530042,58630143.0066761,0,0.000919202593305251
1.33,NaN,NaN,1,0,0.000628861146000471,1,1,1,1,0.00105299314203387,-0.2243491460295,-0.251573478280851,25656573.4477428,57014607.6616506,16420.7480876291,0.000973954472555965
1.34,NaN,NaN,1,0,0.000628861146000471,1,1,1,1,0.0011331379781416,-0.218570058265405,-0.250356878953201,24931240.4509697,55402756.5577103,65272.8306741081,0.00105299314203387
1.35,NaN,NaN,1,0,0.000628861146000471,1,1,1,1,0.00118756058082195,-0.212940293703032,-0.248994028977972,24213404.9939962,53807566.6533248,145562.589070038,0.0011331379781416
1.36,NaN,NaN,1,0,0.000628861146000471,0,1,1,1,0.00119927795655609,-0.207478756969902,-0.247516991925157,23510490.1075059,52245533.5722354,255507.870086862,0.00118756058082195
1.37,NaN,NaN,1,0,0.000628861146000471,1,1,1,1,0.00116818732749102,-0.202190684515576,-0.245943758408448,22827990.5648405,50728867.9218678,392739.626855817,0.00119927795655609
1.38,NaN,NaN,1,0,0.000628861146000471,1,1,1,1,0.00110703134687779,-0.197068361885906,-0.244279055584263,22167399.5382823,49260887.8628496,554963.06887756,0.00116818732749102
1.39,NaN,NaN,1,0,0.000628861146000471,1,1,1,1,0.00103283586922494,-0.192097223589575,-0.242520455173586,21526852.6444357,47837450.3209682,740468.663884018,0.00110703134687779
1.4,NaN,NaN,1,0,0.000628861146000471,1,1,1,1,0.000961131526924816,-0.187260872231236,-0.240663340420842,20903012.5093568,46451138.9096818,948218.855828732,0.00103283586922494
1.41,NaN,NaN,1,0,0.000628861146000471,1,1,1,1,0.000904493953174376,-0.182542906348372,-0.238702665030425,20292442.8231494,45094317.3847764,1177715.18052564,0.000961131526924816
1.42,NaN,NaN,1,0,0.000628861146000471,1,1,1,1,0.000873337959668638,-0.177926765437061,-0.236632740632782,19692040.4460133,43760089.8800295,1428898.73003771,0.000904493953174376
1.43,NaN,NaN,1,0,0.000628861146000471,1,1,1,1,0.000876408578878676,-0.173395710128559,-0.234447176965148,19098948.0048196,42442106.677377,1702153.20473112,0.000873337959668638
1.44,NaN,NaN,1,0,0.000628861146000471,0,1,1,1,0.000918773457560521,-0.16893519529594,-0.232141227846683,18510517.1268081,41134482.5040179,1998309.83628088,0.000876408578878676
1.45,NaN,NaN,1,0,0.000628861146000471,1,1,1,1,0.00099647452488177,-0.164538960216309,-0.229717864053837,17924833.6222987,39832963.6051083,2318408.01776089,0.000918773457560521
1.46,NaN,NaN,1,0,0.000628861146000471,1,1,1,1,0.00109128229841813,-0.160216024306211,-0.22719477045326,17342013.7333081,38537808.2962403,2662926.84954428,0.00099647452488177
1.47,NaN,NaN,1,0,0.000628861146000471,1,1,1,1,0.00117352635947644,-0.155990570616177,-0.224604273524135,16765510.6147658,37256690.2550352,3030615.0039366,0.00109128229841813
1.48,NaN,NaN,1,0,0.000628861146000471,1,1,1,1,0.00121597451248816,-0.151890171310048,-0.221981675539743,16201659.6892928,36003688.1984284,3417914.2994572,0.00117352635947644
1.49,NaN,NaN,1,0,0.000628861146000471,0,1,1,1,0.0012080746115103,-0.147930935851701,-0.219350559051399,15656776.2860687,34792836.1912638,3820032.66018471,0.00121597451248816
1.5,NaN,NaN,1,0,0.000628861146000471,1,1,1,1,0.00115787417153317,-0.14411226339016,-0.216717675330564,15134037.4005175,33631194.2233722,4233050.39671292,0.0012080746115103
1.51,NaN,NaN,1,0,0.000628861146000471,1,1,1,1,0.00108320888552313,-0.140422039040929,-0.214078190877432,14632817.0531841,32517371.2292979,4655188.79074074,0.00115787417153317
1.52,NaN,NaN,1,0,0.000628861146000471,1,1,1,1,0.00100253172580759,-0.136843968600001,-0.211422982474354,14150237.4265653,31444972.059034,5086544.47702667,0.00108320888552313
1.53,NaN,NaN,1,0,0.000628861146000471,1,1,1,1,0.000930966611249402,-0.133361493293185,-0.208742468856788,13682913.1361732,30406473.6359406,5528200.59311028,0.00100253172580759
1.54,NaN,NaN,1,0,0.000628861146000471,1,1,1,1,0.000880549594144086,-0.129958275045635,-0.206027014985634,13227768.8299426,29395041.8443169,5981645.69521075,0.000930966611249402
1.55,NaN,NaN,1,0,0.000628861146000471,1,1,1,1,0.000861650088198162,-0.126617437712372,-0.203266112776639,12782079.88714,28404621.9714222,6448684.38045289,0.000880549594144086
1.56,NaN,NaN,1,0,0.000628861146000471,0,1,1,1,0.000882844107785168,-0.123322067419868,-0.200448839172772,12343277.6602249,27429505.911611,6931577.96736719,0.000861650088198162
1.57,NaN,NaN,1,0,0.000628861146000471,0,1,1,1,0.000947016150049478,-0.120059499478647,-0.197568111348874,11909026.3866194,26464503.0813764,7432968.45475844,0.000882844107785168
1.58,NaN,NaN,1,0,0.000628861146000471,1,1,1,1,0.00104408026902966,-0.116829724639965,-0.194629071830218,11477989.907672,25506644.2392711,7955000.19168636,0.000947016150049478
1.59,NaN,NaN,1,0,0.000628861146000471,1,1,1,1,0.00114715800585442,-0.11365170777184,-0.191655414248145,11051220.7892537,24558268.4205638,8497383.62338093,0.00104408026902966
1.6,NaN,NaN,1,0,0.000628861146000471,1,1,1,1,0.00122160481614484,-0.110557530577769,-0.188683593780115,10632944.9220733,23628766.4934961,9055584.03609104,0.00114715800585442
1.61,NaN,NaN,1,0,0.000628861146000471,1,1,1,1,0.00124377892373596,-0.107574982503947,-0.185745560739914,10229090.562232,22731312.3605155,9621583.07768698,0.00122160481614484
1.62,1,0.3,1,0,0.000191330485233073,1,1,1,1,0.00121229507243346,-0.104714031995079,-0.182855402779768,9844093.9065606,21875764.2368013,0,0.00124377892373596
1.63,NaN,NaN,1,0,0.000191330485233073,1,1,1,1,0.00114298911974928,-0.101967482883528,-0.18001011087834,9478879.28677728,21064176.1928384,8054.07103721309,0.00121229507243346
1.64,NaN,NaN,1,0,0.000191330485233073,1,1,1,1,0.00105689901176874,-0.0993196874425981,-0.177198291440116,9131474.69936616,20292165.9985915,31208.7149314711,0.00114298911974928
1.65,NaN,NaN,1,0,0.000191330485233073,1,1,1,1,0.000972420501345671,-0.0967534716739922,-0.17440701003897,8798804.61399314,19552899.142207,68309.2424723677,0.00105689901176874
1.66,NaN,NaN,1,0,0.000191330485233073,1,1,1,1,0.000903746146563754,-0.0942523049814499,-0.171623859935145,8477913.96724962,18839808.8161103,118665.903832407,0.000972420501345671
1.67,NaN,NaN,1,0,0.000191330485233073,1,1,1,1,0.00086249526961709,-0.0917995635839813,-0.168836142647415,8166271.60175393,18147270.2261198,181982.503807186,0.000903746146563754
1.68,NaN,NaN,1,0,0.000191330485233073,0,1,1,1,0.000859209044741714,-0.0893775942373166,-0.166029873463397,7861593.54258687,17470207.8724153,258337.00873714,0.00086249526961709
1.69,NaN,NaN,1,0,0.000191330485233073,1,1,1,1,0.000901855827159973,-0.0869694671912452,-0.163191491811368,7561671.47509769,16803714.389106,348214.324475417,0.000859209044741714
1.7,NaN,NaN,1,0,0.000191330485233073,1,1,1,1,0.000989337324263318,-0.0845660088213067,-0.160314859066867,7264626.88782884,16143615.3062863,452440.683832162,0.000901855827159973
1.71,NaN,NaN,1,0,0.000191330485233073,1,1,1,1,0.00110294160443991,-0.0821761203968505,-0.157411556830735,6969879.77596549,15488621.7243677,571739.065093747,0.000989337324263318
1.72,NaN,NaN,1,0,0.000191330485233073,1,1,1,1,0.00120679340393519,-0.0798296964419706,-0.154513828711597,6679403.59564848,14843119.1014411,705791.610744305,0.00110294160443991
1.73,NaN,NaN,1,0,0.000191330485233073,1,1,1,1,0.0012648529885635,-0.0775638259796022,-0.151660886339343,6397729.52444162,14217176.7209814,852452.28141704,0.00120679340393519
1.74,NaN,NaN,1,0,0.000191330485233073,1,1,1,1,0.00126155872231221,-0.0754020100821754,-0.148878306130245,6129704.22955215,13621564.9545603,1008243.03945519,0.0012648529885635
1.75,NaN,NaN,1,0,0.000191330485233073,1,1,1,1,0.00120601693828287,-0.0733458743874278,-0.146169911454971,5877741.87900231,13061648.6200051,1170042.35686056,0.00126155872231221
1.76,NaN,NaN,1,0,0.000191330485233073,1,1,1,1,0.00112016889690826,-0.0713822004527213,-0.143524867893792,5641158.09001618,12535906.8667026,1336327.84938884,0.00120601693828287
1.77,NaN,NaN,1,0,0.000191330485233073,1,1,1,1,0.00102618080020336,-0.0694931218181313,-0.140927823908619,5417517.8942808,12038928.6539573,1507070.4952366,0.00112016889690826
1.78,NaN,NaN,1,0,0.000191330485233073,1,1,1,1,0.000941360807567161,-0.0676612716917016,-0.138363946169993,5204129.56116182,11564732.3581374,1682997.59951181,0.00102618080020336
1.79,NaN,NaN,1,0,0.000191330485233073,0,1,1,1,0.00087891336766908,-0.0658700671247543,-0.135819096808362,4998684.25809244,11108187.2402054,1865097.60593009,0.000941360807567161
1.8,NaN,NaN,1,0,0.000191330485233073,1,1,1,1,0.000850416836953595,-0.0641020998242523,-0.133278146298328,4799224.95365969,10664944.341466,2054556.64474549,0.00087891336766908
1.81,NaN,NaN,1,0,0.000191330485233073,1,1,1,1,0.000866716725563654,-0.0623386147241487,-0.130724397954958,4603909.20862354,10230909.3524968,2252930.72199995,0.000850416836953595
1.82,NaN,NaN,1,0,0.000191330485233073,1,1,1,1,0.000934145245358541,-0.0605634817803878,-0.128143516577213,4410940.97935912,9802091.0652425,2462233.87302785,0.000866716725563654
1.83,NaN,NaN,1,0,0.000191330485233073,1,1,1,1,0.00104500430360448,-0.0587736250924427,-0.125533920565248,4219016.22621661,9375591.6138147,2684455.18241864,0.000934145245358541
1.84,NaN,NaN,1,0,0.000191330485233073,1,1,1,1,0.00116969415620656,-0.0569896103589319,-0.122917355885601,4028385.41447795,8951967.58772878,2920076.14171369,0.00104500430360448
1.85,NaN,NaN,1,0,0.000191330485233073,0,1,1,1,0.0012650184723641,-0.0552515001325409,-0.120334804536455,3841719.54235511,8537154.53856691,3166252.55332423,0.00116969415620656
1.86,NaN,NaN,1,0,0.000191330485233073,1,1,1,1,0.00129882135552224,-0.0535966819854661,-0.117824465554846,3663273.12637426,8140606.94749836,3416888.83062235,0.0012650184723641
1.87,1,0.25,1,0,8.24069227982481e-05,1,1,1,1,0.0012672924901057,-0.052040240783352,-0.115402335005041,3496398.76302962,7769775.02895471,0,0.00129882135552224
1.88,NaN,NaN,1,0,8.24069227982481e-05,1,1,1,1,0.00118941094142072,-0.0505749282275858,-0.113062319465338,3341798.17192773,7426218.1598394,3947.76736417069,0.0012672924901057
1.89,NaN,NaN,1,0,8.24069227982481e-05,1,1,1,1,0.0010906768184142,-0.0491830469669067,-0.110788122901911,3197963.27674658,7106585.05943684,15026.4512994365,0.00118941094142072
1.9,NaN,NaN,1,0,8.24069227982481e-05,1,1,1,1,0.000992592758711754,-0.0478458135686174,-0.108562505389333,3062627.35304651,6805838.56232557,32408.6335428436,0.0010906768184142
1.91,NaN,NaN,1,0,8.24069227982481e-05,1,1,1,1,0.000910902402134481,-0.0465460111004354,-0.106369806839585,2933721.17701651,6519380.39337003,55650.7440034409,0.000992592758711754
1.92,NaN,NaN,1,0,8.24069227982481e-05,1,1,1,1,0.00085814381014109,-0.0452666430590912,-0.104194498230469,2809568.56831235,6243485.70736078,84602.0904043952,0.000910902402134481
1.93,NaN,NaN,1,0,8.24069227982481e-05,1,1,1,1,0.000846330794334291,-0.0439889399655024,-0.102019118469068,2688705.76485755,5974901.69968345,119379.403820683,0.00085814381014109
1.94,NaN,NaN,1,0,8.24069227982481e-05,1,1,1,1,0.000886401550089567,-0.0426930673529406,-0.099824931817927,2569683.01923711,5710406.7094158,160413.267150246,0.000846330794334291
1.95,NaN,NaN,1,0,8.24069227982481e-05,1,1,1,1,0.00098111807482883,-0.0413654849538134,-0.0975992420747707,2451133.91484168,5446964.25520373,208459.084095122,0.000886401550089567
1.96,NaN,NaN,1,0,8.24069227982481e-05,1,1,1,1,0.00111290122960805,-0.0400127264813596,-0.0953491351984709,2332379.87036415,5183066.37858701,264327.545531753,0.00098111807482883
1.97,NaN,NaN,1,0,8.24069227982481e-05,1,1,1,1,0.00124023446374777,-0.0386689057214806,-0.0931089889015905,2214421.30284163,4920936.22853696,328124.769660817,0.00111290122960805
1.98,NaN,NaN,1,0,8.24069227982481e-05,1,1,1,1,0.00131687666123042,-0.0373810082505833,-0.0909258630974827,2100215.95943179,4667146.57651509,398422.18426258,0.00124023446374777
1.99,NaN,NaN,1,0,8.24069227982481e-05,1,1,1,1,0.00132046255508115,-0.0361809989411113,-0.0888318125992998,1993206.12445976,4429346.9432439,472483.911179825,0.00131687666123042
2,NaN,NaN,1,0,8.24069227982481e-05,1,1,1,1,0.00126060282319392,-0.0350729243308713,-0.0868312049041911,1895199.48966812,4211554.42148471,547760.377819111,0.00132046255508115
2.01,NaN,NaN,1,0,8.24069227982481e-05,1,1,1,1,0.00116376572525632,-0.0340417961051544,-0.0849096946993429,1805761.26050048,4012802.80111217,623109.738730883,0.00126060282319392
2.02,NaN,NaN,1,0,8.24069227982481e-05,1,1,1,1,0.0010563127477792,-0.0330673737137224,-0.0830479423287194,1723217.7880515,3829372.86233667,698704.099355091,0.00116376572525632
2.03,NaN,NaN,1,0,8.24069227982481e-05,1,1,1,1,0.000957901448597484,-0.0321309127053706,-0.0812282225861003,1645781.21197692,3657291.58217093,775303.262541338,0.0010563127477792
2.04,NaN,NaN,1,0,8.24069227982481e-05,1,1,1,1,0.000882772014616645,-0.0312152916038043,-0.0794344205255805,1572000.74100606,3493334.98001347,853784.057694088,0.000957901448597484
2.05,NaN,NaN,1,0,8.24069227982481e-05,1,1,1,1,0.000843386768579382,-0.0303025044849504,-0.0776494319413357,1500711.24430533,3334913.87623406,935089.764294979,0.000882772014616645
2.06,NaN,NaN,1,0,8.24069227982481e-05,1,1,1,1,0.000852595240245994,-0.0293719019894877,-0.0758533430517148,1430830.84957556,3179624.11016791,1020408.52297402,0.000843386768579382
2.07,NaN,NaN,1,0,8.24069227982481e-05,1,1,1,1,0.000920545058760801,-0.0284032611511901,-0.074026451007221,1361247.83792204,3024995.19538232,1111340.87732837,0.000852595240245994
2.08,NaN,NaN,1,0,8.24069227982481e-05,0,1,1,1,0.00104336480434815,-0.0273886765111449,-0.0721611069069792,1291027.37649048,2868949.7255344,1209682.53190369,0.000920545058760801
2.09,1,0.22,1,0,3.74669512301065e-05,1,1,1,1,0.00119029086435461,-0.0263481649005416,-0.0702772881318909,1220096.71879036,2711326.04175635,0,0.00104336480434815
2.1,NaN,NaN,1,0,3.74669512301065e-05,1,1,1,1,0.00130932150732029,-0.0253291466422946,-0.0684221148268361,1149977.60420982,2555505.78713292,2357.17643330704,0.00119029086435461
2.11,NaN,NaN,1,0,3.74669512301065e-05,1,1,1,1,0.00135782127397829,-0.0243797662301893,-0.0666433298834656,1083429.67881148,2407621.50846996,9213.83629496463,0.00130932150732029
2.12,NaN,NaN,1,0,3.74669512301065e-05,1,1,1,1,0.00132810035472785,-0.0235212695630693,-0.064961925731102,1022770.12657471,2272822.50349935,19705.3642983773,0.00135782127397829
2.13,NaN,NaN,1,0,3.74669512301065e-05,1,1,1,1,0.00124227531226696,-0.0227462411880755,-0.0633705727392943,968549.877852877,2152333.06189528,32771.6403164876,0.00132810035472785
2.14,NaN,NaN,1,0,3.74669512301065e-05,1,1,1,1,0.00113089751451594,-0.0220342283397111,-0.0618492595353228,919815.405512092,2044034.23447132,47728.250494047,0.00124227531226696
2.15,NaN,NaN,1,0,3.74669512301065e-05,1,1,1,1,0.00101897416773961,-0.0213642135764249,-0.0603776411955479,875135.651700379,1944745.89266751,64340.6413910616,0.00113089751451594
2.16,NaN,NaN,1,0,3.74669512301065e-05,1,1,1,1,0.000923851855041315,-0.0207179440986104,-0.0589382116545067,833262.325930138,1851694.05762253,82638.560121726,0.00101897416773961
2.17,NaN,NaN,1,0,3.74669512301065e-05,1,1,1,1,0.00085876557843401,-0.0200779721171284,-0.057514222127893,793244.447151317,1762765.43811404,102790.108920527,0.000923851855041315
2.18,NaN,NaN,1,0,3.74669512301065e-05,1,1,1,1,0.000836828910321988,-0.0194245343186819,-0.0560864815787587,754288.826878509,1676197.39306335,125104.647045447,0.00085876557843401
