Time,Event,EventTime,H1,H2,U,Beta,G1_1,G1_2,G1_3,X1_1,X1_2,X1_3,XX1,SS
2.82,NaN,NaN,1,0,4.93856245382738e-06,1,1,1,1,-0.000228635145642763,-0.00603412360969533,-0.0173819525493727,73849.7688513761,164110.597447502
2.83,NaN,NaN,1,0,4.93856245382738e-06,1,1,1,1,-0.000228953073618873,-0.00589254516252248,-0.0169924723645051,70577.1914855865,156838.203301303
2.84,NaN,NaN,1,0,4.93856245382738e-06,1,1,1,1,-0.000229209993759791,-0.00575442714225039,-0.0166115006630786,67448.8207597666,149886.268355037
2.85,NaN,NaN,1,0,4.93856245382738e-06,1,1,1,1,-0.000229417612981028,-0.00561968367165015,-0.0162388641856968,64458.4390808112,143240.975735136
2.86,NaN,NaN,1,0,4.93856245382738e-06,1,1,1,1,-0.000229585391734663,-0.00548823125327738,-0.0158743926720936,61600.0811603537,136889.069245231
2.87,NaN,NaN,1,0,4.93856245382738e-06,1,1,1,1,-0.000229720975087706,-0.00535998865665194,-0.015517918839877,58868.0261280536,130817.835840119
2.88,NaN,NaN,1,0,4.93856245382738e-06,0,1,1,1,-0.000184691687109786,-0.00523487681870163,-0.0151692783601284,56256.7894372079,125015.08763824
2.89,1,0.23,1,0,2.11753890722922e-06,1,1,1,1,-0.000193442013230706,-0.0051117179538975,-0.0148283098304235,53609.1604206467,119131.467601437
2.9,NaN,NaN,1,0,2.11753890722922e-06,1,1,1,1,-0.00020051322177163,-0.00499177595853246,-0.0144948169640374,51252.490765766,113894.423923924
2.91,NaN,NaN,1,0,2.11753890722922e-06,1,1,1,1,-0.000206227521963219,-0.00487493143417107,-0.0141686535906465,48995.532323096,108878.960717991
2.92,NaN,NaN,1,0,2.11753890722922e-06,1,1,1,1,-0.000210845293662444,-0.00476107575186406,-0.0138496744587919,46834.9205584793,104077.601241065
2.93,NaN,NaN,1,0,2.11753890722922e-06,1,1,1,1,-0.000214576951914761,-0.0046501092816799,-0.0135377355739727,44767.2268144564,99482.7262543476
2.94,NaN,NaN,1,0,2.11753890722922e-06,1,1,1,1,-0.000217592534801725,-0.00454193995475391,-0.0132326944643687,42789.0037339262,95086.6749642805
2.95,NaN,NaN,1,0,2.11753890722922e-06,0,1,1,1,-0.000175431929337566,-0.00443648209422354,-0.0129344103880897,40896.820270805,90881.8228240111
2.96,NaN,NaN,1,0,2.11753890722922e-06,1,1,1,1,-0.000185959128896913,-0.00433256786385247,-0.0126427444931876,38958.6961870691,86574.8804157092
2.97,NaN,NaN,1,0,2.11753890722922e-06,1,1,1,1,-0.000194466243078417,-0.00423144451663311,-0.0123575226109156,37252.5458415406,82783.4352034237
2.98,NaN,NaN,1,0,2.11753890722922e-06,1,1,1,1,-0.000201340910105404,-0.00413299472747593,-0.0120786193585636,35617.4354638676,79149.8565863725
2.99,NaN,NaN,1,0,2.11753890722922e-06,1,1,1,1,-0.000206896383527249,-0.00403711348583171,-0.0118059096299754,34051.2558982066,75669.4575515702
3,NaN,NaN,1,0,2.11753890722922e-06,1,1,1,1,-0.000211385806043229,-0.00394370598135781,-0.0115392690087161,32551.7783764578,72337.2852810173
3.01,NaN,NaN,1,0,2.11753890722922e-06,1,1,1,1,-0.000215013744293772,-0.00385268588924242,-0.0112785740944911,31116.7022582717,69148.2272406038
3.02,NaN,NaN,1,0,2.11753890722922e-06,0,1,1,1,-0.000173347988097766,-0.00376397397864355,-0.0110237027595106,29743.6924454525,66097.0943232278
3.03,NaN,NaN,1,0,2.11753890722922e-06,1,1,1,1,-0.0001842750793095,-0.00367640938261211,-0.0107745343482936,28320.0184522876,62933.3743384168
3.04,NaN,NaN,1,0,2.11753890722922e-06,0,1,1,1,-0.000148507827014656,-0.00359124670335747,-0.0105309125032215,27084.7643054898,60188.3651233108
3.05,NaN,NaN,1,0,2.11753890722922e-06,1,1,1,1,-0.00016420154641695,-0.0035072886303801,-0.0102927292936386,25795.3667234577,57323.0371632394
3.06,NaN,NaN,1,0,2.11753890722922e-06,0,1,1,1,-0.000132286244495923,-0.00342576076566349,-0.0100598393991942,24679.8553526018,54844.1230057819
3.07,NaN,NaN,1,0,2.11753890722922e-06,1,1,1,1,-0.000151092755810902,-0.00334544280251578,-0.00983214455233419,23508.3162894338,52240.7028654085
3.08,NaN,NaN,1,0,2.11753890722922e-06,1,1,1,1,-0.000166290448056627,-0.00326754218792679,-0.00960950797487693,22498.436109948,49996.5246887733
