Time,Event,EventTime,U,Beta,G1_1,G1_2,G1_3,X1_1,X1_2,x1_3,XX1,SS,gg1,z1,G11,G22,rho,delta
0,NaN,NaN,0,0,0,0,0,1,-1,0.5,35642018.2514723,0,356420182.514723,0,0.0351776786033949,0.237901668685259,0,0
0.01,1,0.01,0,0,0,0,0,1,-1,0.5,35642018.2514723,0,0,0,0.0300437211240444,0.27195742071005,0,0
0.02,NaN,NaN,0,0,0,0,0,1,-1,0.5,35642018.2514723,0,0,0,0.0263666885828692,0.259263122584857,0,0
0.03,NaN,NaN,0,0,0,0,0,1,-1,0.5,35642018.2514723,0,0,0,0.0205157000622082,0.279034951973804,0,0
0.04,NaN,NaN,0,0,0,0,0,1,-1,0.5,35642018.2514723,0,0,0,0.0114912845199186,0.281006926496613,0,0
0.05,NaN,NaN,0,0,0,0,0,1,-1,0.5,35642018.2514723,0,0,0,0.00642502752863438,0.256116742196702,0,0
0.06,NaN,NaN,0,0,0,0,0,1,-1,0.5,35642018.2514723,0,0,0,0.000654834361191177,0.253129711426075,0,0
0.07,NaN,NaN,0,1,-0.0199973337599309,0.0996679946249558,-0.148885033623318,0.808106801988187,-0.951226,0.448517,35642018.2514723,356420182.514723,0,1,0.00518943613540409,0.258272358370068,0.698175617754441,0.118175617754441
0.08,NaN,NaN,0,1,-0.0161607289245974,0.0948367350330599,-0.133748894670688,0.653036365377381,-0.908321150957914,0.400475020754,31499701.4914295,314997014.914295,1481388.41333186,0.808106801988187,0.0114115010158545,0.263966548226838,0.718916878908025,0.138916878908025
0.09,NaN,NaN,0,1,-0.0130599847139526,0.0905831341061768,-0.119567769819784,0.527722734788202,-0.870244325207045,0.355554518548504,28040739.8180458,280407398.180458,5374491.46441651,0.653036365377381,0.0168502963668092,0.248245563425523,0.708877803831135,0.128877803831135
0.1,NaN,NaN,0,1,-0.0105540628034064,0.0868054100001807,-0.106263648548751,0.426455788390967,-0.836152102514941,0.313482650633126,25130067.0954478,251300670.954479,11031992.0027593,0.527722734788202,0.0237453141652641,0.278440985696159,0.709645704830011,0.129645704830011
0.11,NaN,NaN,0,1,-0.00852890895467578,0.0834208883325007,-0.0937685152312898,0.344621164555391,-0.805360883879419,0.274024886635578,22663527.8532402,226635278.532402,17986046.9385423,0.426455788390967,0.0268409270471881,0.259876244978084,0.702795430166027,0.122795430166027
0.12,1,0.11,2.63811092622307e-05,1,-0.00689231415051288,0.0803624182730841,-0.0820227773628078,0.278489944853377,-0.777316271664239,0.236978208219962,20559963.3093118,205599633.093118,0,0.344621164555391,0.0348646254722927,0.23645283943439,0.699274495967713,0.119274495967713
0.13,NaN,NaN,2.63811092622307e-05,1,-0.00556974130112356,0.077575447791632,-0.0709739286916276,0.225048761941949,-0.751568325462024,0.202165593081377,18755495.0469371,187554950.469371,619828.841832897,0.278489944853377,0.0425671372198348,0.232168692252436,0.699171009778584,0.119171009778584
0.14,NaN,NaN,2.63811092622307e-05,1,-0.00450094484433241,0.0750156425160805,-0.0605754229210313,0.181862490358814,-0.727751564551503,0.16943153752913,17199357.7955673,171993577.955673,2310230.05492989,0.225048761941949,0.0415626824797867,0.269864853262366,0.702675489508713,0.122675489508713
0.15,NaN,NaN,2.63811092622307e-05,1,-0.00363723376749126,0.0726469502230594,-0.0507857315404828,0.146963294156819,-0.705568806594405,0.138638419099518,15850833.1625927,158508331.625927,4858204.9707907,0.181862490358814,0.0502351931191127,0.239763096311429,0.705422598383187,0.125422598383187
0.16,NaN,NaN,2.63811092622307e-05,1,-0.00293925741878146,0.0704400295264257,-0.0415675598762788,0.118760963762087,-0.684778106253385,0.109663538699252,14676972.7029719,146769727.029719,8093891.53117565,0.146963294156819,0.0593881443785634,0.264496482907931,0.699844216143867,0.119844216143867
