Time,Event,EventTime,U,Beta,G1_1,G1_2,G1_3,X1_1,X1_2,X1_2,XX1,SS,gg1,z1,chi,G11,G22,rho,delta
0,NaN,NaN,0,0,0,0,0,1,-1,0.5,427764561.486638,0,356470467.905531,0,0.5,0.0371533743836694,0.274375614857468,0.19,0
0.01,1,0.01,0,0,0,0,0,1,-1,0.5,427764561.486638,0,0,0,0.505592581881718,0.0324910096661215,0.235600137387423,0,0
0.02,NaN,NaN,0,0,0,0,0,1,-1,0.5,427764561.486638,0,0,0,0.505592581881718,0.0264086180155005,0.287086253504106,0,0
0.03,NaN,NaN,0,0,0,0,0,1,-1,0.5,427764561.486638,0,0,0,0.505592581881718,0.0181100677616285,0.23361362760245,0,0
0.04,NaN,NaN,0,0,0,0,0,1,-1,0.5,427764561.486638,0,0,0,0.505592581881718,0.0133719605726093,0.237264809307262,0,0
0.05,NaN,NaN,0,0,0,0,0,1,-1,0.5,427764561.486638,0,0,0,0.505592581881718,0.00689561676441932,0.243870489254103,0,0
0.06,NaN,NaN,0,0,0,0,0,1,-1,0.5,427764561.486638,0,0,0,0.505592581881718,0.000543767149509762,0.257691446082857,0,0
0.07,NaN,NaN,0,1,-0.0199973337599309,0.0996679946249558,-0.148885033623318,0.808099496998041,-0.951226,0.448517,427764561.486638,356470467.905531,0,1,0.505592581881718,0.00529402979287445,0.268127088734041,0.711337455193166,0.131337455193166
0.08,NaN,NaN,0,1,-0.0161605828629509,0.0948367350330599,-0.133748894670688,0.653023450171447,-0.908321329104709,0.400475020754,378637960.750024,315531633.958353,1423994.64405945,0.808099496998041,0.505592581881718,0.0114638647315711,0.248631413327354,0.703982213838799,0.123982213838799
0.09,NaN,NaN,0,1,-0.0130597264538902,0.0905831517746813,-0.119567769819784,0.527705305043183,-0.870244813972501,0.355554512434149,337520270.257562,281266891.881302,5179789.16406297,0.653023450171447,0.505592581881718,0.0171157552884663,0.254447831806361,0.709340424105772,0.129340424105772
0.1,NaN,NaN,0,1,-0.0105537142473341,0.0868054585084325,-0.106263646735157,0.426434770085316,-0.836153004420066,0.31348262795322,302850931.563802,252375776.303168,10656903.6135134,0.527705305043183,0.505592581881718,0.0243143710354524,0.238175757444949,0.707997321960618,0.127997321960618
0.11,NaN,NaN,0,1,-0.00852848861913966,0.0834209778953727,-0.0937685084871423,0.344597119982713,-0.805362276363203,0.274024833778904,273420028.113953,227850023.428294,17409894.9712372,0.426434770085316,0.505592581881718,0.0277403523120468,0.242884073975125,0.718149980889372,0.138149980889372
0.12,NaN,NaN,0,0,-0.00689183328190199,0.0803625566221785,-0.0820227616124875,0.27847168943499,-0.777318216564515,0.236978109384607,248280348.684522,206900290.570435,25109294.5976329,0.344597119982713,0.505592581881718,0.033703588645824,0.270412338276388,0.718817577795124,0.138817577795124
0.13,NaN,NaN,0,1,-0.00556937620408147,0.0775756411112254,-0.07097389919038,0.225026880125918,-0.751570668126905,0.202165430885381,226683382.239714,188902818.533095,33507836.4600861,0.27847168943499,0.505592581881718,0.0380894135624375,0.232841474065906,0.716610533222059,0.136610533222059
0.14,NaN,NaN,0,0,-0.00450050721687679,0.0750158754642658,-0.0605753744407803,0.181846022044795,-0.727754383717663,0.169431300495082,208032173.732361,173360144.776967,42417134.0236154,0.225026880125918,0.505592581881718,0.0512290800811848,0.233409376025417,0.703999620705186,0.123999620705186
0.15,NaN,NaN,0,1,-0.00363690440556783,0.0726472306518323,-0.0507856606136749,0.14694291952927,-0.705571958622334,0.138638093441532,191846839.798284,159872366.49857,51691325.5373386,0.181846022044795,0.505592581881718,0.0553286339445389,0.252189692523372,0.700154583872033,0.120154583872033
0.16,NaN,NaN,0,1,-0.00293884992975042,0.0704403431652391,-0.04156746234769,0.118737373338563,-0.684781678288851,0.109663116034596,177738005.893774,148115004.911478,61215848.0906577,0.14694291952927,0.505592581881718,0.0592414798143827,0.258468131600048,0.697673181142767,0.117673181142767
0.17,1,0.16,6.39707075838921e-05,1,-0.00237474300271084,0.0683713309198312,-0.0328870706700332,0.0959441146536599,-0.665186259176813,0.0823961818038264,165387645.023962,137823037.519969,0,0.118737373338563,0.506679251420741,0.0708266469729815,0.223410422597056,0.700147860809667,0.120147860809667
0.18,NaN,NaN,6.39707075838921e-05,1,-0.00191887993789858,0.0664206903161695,-0.0247138211852571,0.0775245983924515,-0.64662457275021,0.0567376572644889,154533771.709258,128778143.091048,316071.849457663,0.0959441146536599,0.506679251420741,0.0692379525826731,0.252481507781595,0.700254291980334,0.120254291980334
0.19,NaN,NaN,6.39707075838921e-05,1,-0.00155049072537623,0.0645724848087619,-0.017019653540562,0.0626393728972891,-0.628964746913554,0.0325968588059244,144959132.430691,120799277.025576,1193348.96433678,0.0775245983924515,0.506679251420741,0.0751017036778938,0.239697043444474,0.71395165864436,0.13395165864436
0.2,NaN,NaN,6.39707075838921e-05,1,-0.0012527868025394,0.0628136669398827,-0.00977874593004327,0.0506103429311889,-0.612098597243727,0.00989074137442044,136482366.69389,113735305.578242,2538182.65985236,0.0626393728972891,0.506679251420741,0.0805432576594374,0.239411907242922,0.719272135292564,0.139272135292564
0.21,NaN,NaN,6.39707075838921e-05,1,-0.00101220651293411,0.0611335302032825,-0.00296721370414372,0.0408895067592581,-0.595937114319681,-0.0114571767056316,128951135.77016,107459279.808467,4271307.83004549,0.0506103429311889,0.506679251420741,0.0828813039703986,0.249041582834403,0.718758636813438,0.138758636813438
0.22,NaN,NaN,6.39707075838921e-05,1,-0.00081778995287779,0.0595232642619783,0.00343713947622102,0.0330340634504684,-0.580406823511429,-0.031517697124421,122236735.247711,101863946.039759,6325197.57717127,0.0408895067592581,0.506679251420741,0.0843946083759099,0.264832174042865,0.709235762074953,0.129235762074953
0.23,NaN,NaN,6.39707075838921e-05,1,-0.000660681172880317,0.0579755957683684,0.00945502737014196,0.0266858704856313,-0.565446840601089,-0.0503566697202759,116229849.036703,96858207.5305856,8642013.42201627,0.0330340634504684,0.506679251420741,0.090714493647381,0.269192600646969,0.7151218534635,0.1351218534635
0.24,NaN,NaN,6.39707075838921e-05,1,-0.000533717359035403,0.0564844975688102,0.0151058517736338,0.0215557283500989,-0.551006500175817,-0.0680355945652472,110837176.523291,92364313.7694095,11171999.513195,0.0266858704856313,0.506679251420741,0.0917046641750563,0.248346731433851,0.719290740037976,0.139290740037976
0.25,NaN,NaN,6.39707075838921e-05,1,-0.000431114540293029,0.0550449542981544,0.0204078445075664,0.0174100861834085,-0.537043425108756,-0.0846121219876131,105978739.239888,88315616.0332401,13872209.4875234,0.0215557283500989,0.506679251420741,0.113615283525234,0.266402617408908,0.710040755430359,0.130040755430359
0.26,NaN,NaN,6.39707075838921e-05,1,-0.000348201709595663,0.0536527714312146,0.0253781861965671,0.0140600945048509,-0.523521967328874,-0.100140469173337,101585707.57123,84654756.3093587,16705486.7502478,0.0174100861834085,0.506679251420741,0.113084571720131,0.236630883713235,0.696358913343851,0.116358913343851
0.27,NaN,NaN,6.39707075838921e-05,1,-0.000281201882685053,0.0523044209707462,0.0300331060336526,0.0113526139725467,-0.510411953586935,-0.114671768953031,97598640.6279597,81332200.5232997,19639637.6816684,0.0140600945048509,0.506679251420741,0.126126521363783,0.252325398969571,0.718402135358174,0.138402135358174
0.28,NaN,NaN,6.39707075838921e-05,1,-0.000227052275549212,0.0509969172638012,0.0343879661010597,0.0091647970933365,-0.497687681077862,-0.128254363570036,93966052.9688144,78305044.1406787,22646752.9039045,0.0113526139725467,0.506679251420741,0.112508877478814,0.21844620140229,0.707242115735875,0.127242115735875
0.29,NaN,NaN,6.39707075838921e-05,1,-0.000183295939813974,0.0497277175228569,0.0384573331938292,0.007396788639081,-0.485327069692701,-0.14093405389354,90643240.8856645,75536034.0713871,25702642.6416425,0.0091647970933365,0.506679251420741,0.129121042882072,0.215748827602598,0.707037715134108,0.127037715134108
0.3,NaN,NaN,6.39707075838921e-05,1,-0.000147935771702429,0.0484946378079394,0.0422550405631002,0.00596793918984326,-0.473311012959563,-0.152754310981799,87591299.5766574,72992749.6472145,28786367.3114189,0.007396788639081,0.506679251420741,0.132413253271302,0.228187335346174,0.714352741342422,0.134352741342422
0.31,NaN,NaN,6.39707075838921e-05,1,-0.000119358783230049,0.0472957887049456,0.0457942410625731,0.00481336330271661,-0.461622837153496,-0.163756458107079,84776318.7024595,70646932.2520496,31879835.7206441,0.00596793918984326,0.506679251420741,0.125185462350997,0.236083613938507,0.707428301472046,0.127428301472046
0.32,1,0.15,2.02167073363549e-05,1,-9.62672657569502e-05,0.0461295217022795,0.0490874536483034,0.00388017449335223,-0.45024785753297,-0.173979827968711,82168702.8266483,68473919.0222069,0,0.00481336330271661,0.507212163904251,0.135113284285496,0.223194214659604,0.720360592672085,0.140360592672085
0.33,NaN,NaN,2.02167073363549e-05,1,-7.76034897112607e-05,0.0449943851858517,0.0521466042518171,0.00312620332163161,-0.439173037215944,-0.183461899279415,79742597.0040255,66452164.1700212,66007.675942777,0.00388017449335223,0.507212163904251,0.148061652247365,0.219079422534102,0.710211551367058,0.130211551367058
0.34,NaN,NaN,2.02167073363549e-05,0,-6.25240663511579e-05,0.0438890906201868,0.0549830619527956,0.00253018933824126,-0.428386685636954,-0.192238416955673,77475405.5957265,64562837.9964388,251910.144076443,0.00312620332163161,0.507212163904251,0.16182605846954,0.246754120179547,0.71774507979703,0.13774507979703
0.35,NaN,NaN,2.02167073363549e-05,1,-5.06037867216308e-05,0.0428124826362806,0.0576076714464963,0.00203539680135439,-0.417877915806934,-0.200343497833352,75347373.1526966,62789477.6272472,541112.126485203,0.00253018933824126,0.507212163904251,0.148402060283504,0.211253548191054,0.703858614020859,0.123858614020859
0.36,NaN,NaN,2.02167073363549e-05,0,-4.07079360046015e-05,0.0417634850058742,0.0600307821555618,0.00164869986275308,-0.407637489852356,-0.207809714127041,73341143.6126621,61117619.6772184,918951.320991629,0.00203539680135439,0.507212163904251,0.183081915558714,0.250656169455533,0.705070197732272,0.125070197732272
0.37,NaN,NaN,2.02167073363549e-05,0,-3.29739972431109e-05,0.0407411851699707,0.062262271474485,0.00133620697309385,-0.397656227543774,-0.214668203045485,71441748.5654439,59534790.4712033,1372459.47993103,0.00164869986275308,0.507212163904251,0.163584239607829,0.214273964705715,0.717095111582658,0.137095111582658
0.38,NaN,NaN,2.02167073363549e-05,1,-2.67241394555151e-05,0.0397446754811303,0.0643115764609189,0.00107062772313362,-0.387925999043211,-0.220948718022315,69635932.9017031,58029944.0847526,1890209.46566489,0.00133620697309385,0.507212163904251,0.181135848288701,0.23155495317823,0.704795958148781,0.124795958148781
0.39,NaN,NaN,2.02167073363549e-05,0,-2.14125544593999e-05,0.0387731523915381,0.066187708574235,0.000869062252490253,-0.37843953830626,-0.226679712261515,67912241.4783437,56593534.5652864,2462121.14986614,0.00107062772313362,0.507212163904251,0.188286199042066,0.226353945684871,0.696670083596667,0.116670083596668
0.4,NaN,NaN,2.02167073363549e-05,1,-1.73812450480547e-05,0.037825897914128,0.0678992784652038,0.000693068689932553,-0.369189339464434,-0.231888413011022,66260780.1709966,55217316.8091638,3079304.95940874,0.000869062252490253,0.507212163904251,0.198232907344658,0.236663925971542,0.716848532554182,0.136848532554182
0.41,NaN,NaN,2.02167073363549e-05,0,-1.38613737977633e-05,0.036902169489536,0.0694545182924124,0.000563953777288204,-0.360169017176773,-0.236600855408756,64672780.6565119,53893983.8804266,3733982.38500492,0.000693068689932553,0.507212163904251,0.189560888661702,0.220659283923317,0.708181568669966,0.128181568669966
0.42,NaN,NaN,2.02167073363549e-05,1,-1.12790755452858e-05,0.0360013358796249,0.0708612921953818,0.000446698341308893,-0.351371822214116,-0.240841961856958,63140807.4450593,52617339.5375494,4419297.95073431,0.000563953777288204,0.507212163904251,0.188790509655075,0.2060448291871,0.711282106313073,0.131282106313073
0.43,NaN,NaN,2.02167073363549e-05,1,-8.93396682594017e-06,0.0351227289846687,0.0721271205316002,0.000352149546132783,-0.342792023953331,-0.244635567724137,61658268.3925834,51381890.3271528,5129294.46388629,0.000446698341308893,0.507212163904251,0.186652639296285,0.223828269691261,0.700114116430472,0.120114116430472
0.44,NaN,NaN,2.02167073363549e-05,0,-7.04299092253921e-06,0.0342657819542546,0.0732591882082215,0.000288454289830459,-0.3344237669942,-0.248004493614835,60219637.7725902,50183031.4771585,5858732.93981268,0.000352149546132783,0.507212163904251,0.210685466378263,0.226130533735146,0.693696314158224,0.113696314158224
0.45,NaN,NaN,2.02167073363549e-05,0,-5.76908579654517e-06,0.0334299150391128,0.0742643669930422,0.0002369816436505,-0.326261140053746,-0.250970575915761,58820082.3033933,49016735.2528278,6603075.97415639,0.000288454289830459,0.507212163904251,0.223022212798387,0.234364724439017,0.714748511143809,0.134748511143809
0.46,NaN,NaN,2.02167073363549e-05,1,-4.73963287297451e-06,0.0326145424985032,0.0751492254185742,0.00018275186336835,-0.318298830359912,-0.253554698658105,57455400.9939312,47879500.828276,7358416.0989746,0.0002369816436505,0.507212163904251,0.232361295686954,0.224774405436957,0.711302203491081,0.131302203491081
0.47,NaN,NaN,2.02167073363549e-05,1,-3.65503726735073e-06,0.0318191379991396,0.075920039103305,0.000139111254562547,-0.310532020014233,-0.255776846746375,56122092.5204155,46768410.4336796,8121356.53220122,0.00018275186336835,0.507212163904251,0.223959813819436,0.233410652000708,0.702749121750739,0.122749121750739
0.48,NaN,NaN,2.02167073363549e-05,1,-2.78222509124377e-06,0.0310432243017584,0.0765828074477553,0.000103999039137838,-0.302955683135981,-0.257656153803274,54817250.7048718,45681042.2540598,8888947.23922741,0.000139111254562547,0.507212163904251,0.246789671354281,0.237725227146057,0.696639947366128,0.116639947366128
0.49,NaN,NaN,2.02167073363549e-05,1,-2.07998078275376e-06,0.0302863030742093,0.0771432687072583,7.56555362962108e-05,-0.295564966666776,-0.259210924249031,53538354.4572522,44615295.3810435,9658690.62422515,0.000103999039137838,0.507212163904251,0.220795976101571,0.23139622717105,0.70090586686064,0.12090586686064
0.5,NaN,NaN,2.02167073363549e-05,0,-1.51311072592306e-06,0.029547892954322,0.0776069073538929,6.50172685294461e-05,-0.28835517881311,-0.260458667692893,52283294.9107352,43569412.4256127,10428461.7125433,7.56555362962108e-05,0.507212163904251,0.234454736579504,0.22822084931858,0.713710819398101,0.133710819398101
0.51,NaN,NaN,2.02167073363549e-05,1,-1.30034537058819e-06,0.0288275284182564,0.0779789650766094,4.43079950954971e-05,-0.281321475491267,-0.261416131747561,51050320.7961529,42541933.9967941,11196462.8549931,6.50172685294461e-05,0.507212163904251,0.225909749348425,0.212911587967916,0.702400815317276,0.122400815317276
0.52,NaN,NaN,2.02167073363549e-05,1,-8.86159901909709e-07,0.0281247284710094,0.0782644512697033,2.77555398506853e-05,-0.274459808129385,-0.262099322955533,49837939.8124089,41531616.5103408,11961220.4357256,4.43079950954971e-05,0.507212163904251,0.217929014078189,0.191941620121151,0.694285797210915,0.114285797210915
0.53,NaN,NaN,2.02167073363549e-05,1,-5.55110797013649e-07,0.0274390913689574,0.0784681499314186,1.44287467349851e-05,-0.267765879914183,-0.26252355952767,48645051.3476267,40537542.7896889,12721444.5091687,2.77555398506853e-05,0.507212163904251,0.242720033935239,0.221359262457717,0.697775818049274,0.117775818049274
0.54,NaN,NaN,2.02167073363549e-05,1,-2.88574934699693e-07,0.0267701903496413,0.0785946359999355,3.72778728006487e-06,-0.261235521526869,-0.262703486447976,47470714.9111679,39558929.09264,13476106.0506108,1.44287467349851e-05,0.507212163904251,0.276503411863129,0.21304356319527,0.699786685352194,0.119786685352194
0.55,NaN,NaN,2.02167073363549e-05,1,-7.45557456012973e-08,0.0261176111889781,0.0786482804195137,-4.92953967352458e-06,-0.254864679953845,-0.262653102955953,46314190.2764875,38595158.5637396,14224369.9443453,3.72778728006487e-06,0.507212163904251,0.266185854962474,0.206895123793308,0.708954529179465,0.128954529179465
0.56,NaN,NaN,2.02167073363549e-05,1,9.85907934704913e-08,0.0254809510983198,0.0786332588489641,-1.17132896675899e-05,-0.248649415220495,-0.262385788701675,45174907.2272971,37645756.0227476,14965570.2463602,-4.92953967352458e-06,0.507212163904251,0.281627068442282,0.188238238540265,0.698383527180087,0.118383527180087
0.57,NaN,NaN,2.02167073363549e-05,1,2.34265793351794e-07,0.024859818412039,0.0785535599266739,-1.72027457320043e-05,-0.242585887583508,-0.261914328891054,44052439.9093695,36710366.5911412,15699187.3234485,-1.17132896675899e-05,0.507212163904251,0.277039954131859,0.204388425753187,0.707746555845347,0.127746555845347
0.58,NaN,NaN,2.02167073363549e-05,1,3.44054914640072e-07,0.0242538313204847,0.0784129931883745,-2.15710502774133e-05,-0.236670365066369,-0.261250938128496,42946482.6535525,35788735.5446271,16424828.808079,-1.72027457320043e-05,0.507212163904251,0.249601140771753,0.204952472849424,0.71046092458519,0.13046092458519
0.59,NaN,NaN,2.02167073363549e-05,1,4.3142100554824e-07,0.0236626186349891,0.0782151965523314,-2.48320362433211e-05,-0.230899210926698,-0.260407283699858,41856831.6429344,34880693.0357787,17142210.192826,-2.15710502774133e-05,0.507212163904251,0.243937400736196,0.192383304179222,0.694426972195149,0.114426972195149
