Time,Event,EventTime,U,Beta,G1_1,G1_2,G1_3,X1_1,X1_2,x1_3,XX1,SS,gg1,z1,G11,G22,rho,delta
14.68,NaN,NaN,4.76417382875623e-21,1,1.23694225388742e-22,1.84847769150575e-17,1.91557747657065e-16,-6.70505652029062e-21,-1.80340037430854e-16,-6.22954687272716e-16,1.25304929741176e-23,1.25304929741176e-22,1.3499342330232e-24,-6.18471126943708e-21,0.0313254875604046,0.00679140003190314,0.585896148450347,0.00589614845034695
14.69,NaN,NaN,4.76417382875623e-21,0,1.34101130405812e-22,1.80340037430854e-17,1.86886406181815e-16,-4.50420297015132e-21,-1.75942248454241e-16,-6.07763267260844e-16,1.19268053668025e-23,1.19268053668025e-22,2.05877653597382e-24,-6.70505652029062e-21,0.0253725765609085,0.0059380291172226,0.585486185978292,0.00548618597829237
14.7,NaN,NaN,4.76417382875623e-21,0,9.00840594030263e-23,1.75942248454241e-17,1.82328980178253e-16,-2.72567560945535e-21,-1.71651654685185e-16,-5.92942306253364e-16,1.13522019491281e-23,1.13522019491281e-22,2.89395862628935e-24,-4.50420297015132e-21,0.0258361306774916,0.00632117485166189,0.586182965888243,0.00618296588824343
14.71,NaN,NaN,4.76417382875623e-21,1,5.4513512189107e-23,1.71651654685185e-17,1.77882691876009e-16,-3.78800450077116e-21,-1.67465652253429e-16,-5.78482768510241e-16,1.08052809994281e-23,1.08052809994281e-22,3.84548099039065e-24,-2.72567560945535e-21,0.0304477816513876,0.00712707229662835,0.585930332419559,0.00593033241955927
14.72,NaN,NaN,4.76417382875623e-21,1,7.57600900154232e-23,1.67465652253429e-17,1.73544830553072e-16,-4.60862216260175e-21,-1.6338175976999e-16,-5.64375839046074e-16,1.02847089956734e-23,1.02847089956734e-22,4.90392045511205e-24,-3.78800450077116e-21,0.0254523684254117,0.00637252474742964,0.586234305625673,0.00623430562567345
14.73,NaN,NaN,4.76417382875623e-21,1,9.2172443252035e-23,1.6338175976999e-17,1.69312751713822e-16,-5.23417551142464e-21,-1.59397481184948e-16,-5.50612920257161e-16,9.7892170255913e-24,9.7892170255913e-23,6.06039987343232e-24,-4.60862216260175e-21,0.0274662541255118,0.00770527994162459,0.586290046612369,0.00629004661236916
14.74,NaN,NaN,4.76417382875623e-21,1,1.04683510228493e-22,1.59397481184948e-17,1.65183876077148e-16,-5.70138213074762e-21,-1.55510382457129e-16,-5.37185623957324e-16,9.31759677022233e-24,9.31759677022233e-23,7.30656150702561e-24,-5.23417551142464e-21,0.0279267876186571,0.00721991332252969,0.58569822056698,0.00569822056697985
14.75,NaN,NaN,4.76417382875623e-21,1,1.14027642614952e-22,1.55510382457129e-17,1.61155687187197e-16,-6.04377971663429e-21,-1.51718089799753e-16,-5.24085766318555e-16,8.86869812829134e-24,8.86869812829134e-23,8.6345389146806e-24,-5.70138213074762e-21,0.02993314328675,0.00728012371273041,0.585996422686432,0.00599642268643246
14.76,1,0.12,3.54816676614996e-21,0,1.20875594332686e-22,1.51718089799753e-17,1.57225729895566e-16,-4.20316192215986e-21,-1.48018288133462e-16,-5.11305362925076e-16,8.44142641065922e-24,8.44142641065922e-23,0,-6.04377971663429e-21,0.0288623159735072,0.00775317995869062,0.586411456611109,0.00641145661110915
14.77,NaN,NaN,3.54816676614996e-21,0,8.40632384431971e-23,1.48018288133462e-17,1.53391608877523e-16,-2.71574395750271e-21,-1.44408668643261e-16,-4.98836623944078e-16,8.03473960629381e-24,8.03473960629381e-23,5.01995903281676e-26,-4.20316192215986e-21,0.024877483276893,0.00696407613675882,0.585938224353014,0.00593822435301444
14.78,NaN,NaN,3.54816676614996e-21,1,5.43148791500542e-23,1.44408668643261e-17,1.49650987183224e-16,-3.52854276853449e-21,-1.40887040669906e-16,-4.86671947662244e-16,7.64764563357888e-24,7.64764563357888e-23,1.95931689732917e-25,-2.71574395750271e-21,0.0246069597177974,0.0078952958710684,0.586008194086782,0.00600819408678182
14.79,NaN,NaN,3.54816676614996e-21,1,7.05708553706897e-23,1.40887040669906e-17,1.46001584298673e-16,-4.15366413351695e-21,-1.37451314459662e-16,-4.74803918084453e-16,7.2792006606945e-24,7.2792006606945e-23,4.30205313657564e-25,-3.52854276853449e-21,0.0250958750997781,0.00673459700405668,0.586378220104166,0.0063782201041662
14.8,NaN,NaN,3.54816676614996e-21,1,8.3073282670339e-23,1.37451314459662e-17,1.42441175425336e-16,-4.62684776723897e-21,-1.34099390549341e-16,-4.63225302022843e-16,6.92850657395911e-24,6.9285065739591e-23,7.46424179322386e-25,-4.15366413351695e-21,0.0266299100328208,0.00831201021126981,0.586274076336711,0.00627407633671058
14.81,NaN,NaN,3.54816676614996e-21,1,9.25369553447793e-23,1.34099390549341e-17,1.38967590606853e-16,-4.97839861991866e-21,-1.30829221546951e-16,-4.51929042489249e-16,6.59470816228995e-24,6.59470816228994e-23,1.13836673263728e-24,-4.62684776723897e-21,0.0235798236083152,0.00743214198644297,0.586342058192025,0.00634205819202485
