Time,Event,EventTime,U,Beta,G1_1,G1_2,G1_3,X1_1,X1_2,x1_3,XX1,SS,gg1,z1,chi,Normalized chi
10.67,NaN,NaN,2.40067305673924e-11,1,-3.27164297541886e-14,-2.95564742659222e-12,-1.74961209899531e-11,1.32466480380907e-12,2.88755733066199e-11,5.73331677275414e-11,1.01210992694109e-12,2.40978554033594e-12,2.40978554033594e-12,1.63582148770943e-12,68536.6862601039,0.350000178736744
10.68,NaN,NaN,2.40067305673924e-11,1,-2.64932960761814e-14,-2.88755733066199e-12,-1.71999503182624e-11,1.0731513737813e-12,2.82036893009619e-11,5.63564461718265e-11,9.73966751658014e-13,2.31896845632861e-12,2.31896845632861e-12,1.32466480380907e-12,68536.6862601039,0.350000178736744
10.69,NaN,NaN,2.40067305673924e-11,1,-2.14630274756261e-14,-2.82036893009619e-12,-1.6906933851548e-11,8.69836851855488e-13,2.75420568725317e-11,5.53901872505047e-11,9.37313092769397e-13,2.23169783992713e-12,2.23169783992713e-12,1.0731513737813e-12,68536.6862601039,0.350000178736744
10.7,NaN,NaN,2.40067305673924e-11,1,-1.73967370371098e-14,-2.75420568725317e-12,-1.66170561751514e-11,7.05473139523917e-13,2.68916014428875e-11,5.44343837196719e-11,9.02045919674769e-13,2.14772838017802e-12,2.14772838017802e-12,8.69836851855488e-13,68536.6862601039,0.350000178736744
10.71,NaN,NaN,2.40067305673924e-11,1,-1.41094627904783e-14,-2.68916014428875e-12,-1.63303151159016e-11,5.72586902732702e-13,2.62530003319534e-11,5.34890603463681e-11,8.68081655193669e-13,2.06686108379445e-12,2.06686108379445e-12,7.05473139523917e-13,68536.6862601039,0.350000178736744
10.72,NaN,NaN,2.40067305673924e-11,1,-1.1451738054654e-14,-2.62530003319534e-12,-1.60467181039104e-11,4.65138976250185e-13,2.5626732089655e-11,5.25542642945534e-11,8.35350830291918e-13,1.98893054831409e-12,1.98893054831409e-12,5.72586902732702e-13,68536.6862601039,0.350000178736744
10.73,NaN,NaN,2.40067305673924e-11,1,-9.30277952500369e-15,-2.5626732089655e-12,-1.5766279288366e-11,3.78249132069509e-13,2.50131163183984e-11,5.16300575342169e-11,8.03794337480597e-13,1.91379604162047e-12,1.91379604162047e-12,4.65138976250185e-13,68536.6862601039,0.350000178736744
10.74,NaN,NaN,2.40067305673924e-11,1,-7.56498264139018e-15,-2.50131163183984e-12,-1.54890172602651e-11,3.07973667764922e-13,2.44123458123254e-11,5.07165108778076e-11,7.73360780903503e-13,1.84133519262739e-12,1.84133519262739e-12,3.78249132069509e-13,68536.6862601039,0.350000178736744
10.75,NaN,NaN,2.40067305673924e-11,0,-6.15947335529843e-15,-2.44123458123254e-12,-1.52149532633423e-11,4.85557552674823e-12,2.3824512488836e-11,4.98136993244301e-11,7.44004584646302e-13,1.7714394872531e-12,1.7714394872531e-12,3.07973667764922e-13,68536.6862601039,0.350000178736744
10.76,NaN,NaN,2.40067305673924e-11,1,-9.71115105349647e-14,-2.3824512488836e-12,-1.4944109797329e-11,3.92600876751462e-12,2.33619170231415e-11,4.89216984538588e-11,7.40289139521535e-13,1.76259318933699e-12,1.76259318933699e-12,4.85557552674823e-12,68536.6862601039,0.350000178736744
