Time,X1_pred,X2_pred,X3_pred,U_pred,Event_pred
-0.061,1,-1,0.5,0,0
-0.051,0.807599620920784,-0.951726,0.448017,0,0
-0.041,0.806551033397384,-0.515390166050206,0.44748888938693,0,0
-0.031,0.754095848300236,-0.214062698915383,0.435954250601084,0,0
-0.021,0.656954285030914,-0.0604281486046691,0.420571925512704,0,0
-0.011,0.530394725523654,-0.0434333431955981,0.403563040968847,0,0
-0.001,0.461908685575873,0.0756752726171926,0.392826781333459,0,0
0.00900000000000001,0.431614020592905,0.281461217059365,0.388682045792432,0,0
0.019,0.348300478004057,0.284622993479138,0.384502012508656,0,0
0.029,0.280964402678902,0.285675896294247,0.380573964817524,0,0
0.039,0.226549581520042,0.285060997099449,0.376816873309669,0,0
0.049,0.182586398611714,0.283134079207714,0.373167628126381,0,0
0.059,0.147059318645029,0.28018202292102,0.369577496660395,0,0
0.069,0.118349347971097,0.276435559531841,0.366009265210712,-0.000260231320810816,1
0.079,0.0951484905459044,0.272080311090509,0.362434916484402,-0.000265695882666558,1
0.089,0.0763998217895058,0.267265474782888,0.358833765718073,-0.000265695882666558,0
0.099,0.0612487704563628,0.262110834103338,0.355190958836595,-0.000265695882666558,0
0.109,0.0490049756816293,0.25671241095718,0.351496262795501,-0.000265695882666558,0
0.119,0.039110323415634,0.251147049733115,0.347743091432706,-0.000265695882666558,0
0.129,0.0311143393965387,0.24547611008841,0.343927722089492,-0.000265695882666558,0
0.139,0.0246525390169641,0.239748469586548,0.340048665862391,-0.000265695882666558,0
0.149,0.0194307604259304,0.234002925127747,0.336106162525812,-0.000265695882666558,0
0.159,0.0151511680319611,0.228270153747164,0.332101775211835,-0.000265695882666558,0
0.169,0.0117522454343814,0.222572821042527,0.328038066299925,-0.000259578320347419,1
0.179,0.00894808018991674,0.216931539665172,0.3239182881522,-0.000255369497270918,1
0.189,0.00673930943503611,0.211359447038948,0.319746288970629,-0.000255369497270918,0
0.199,0.00489708650535785,0.205869375743202,0.31552623578185,-0.000255369497270918,0
0.209,0.00346521527371571,0.200468264525559,0.311262593031603,-0.000255369497270918,0
0.219,0.00230792764011862,0.195163951163454,0.306959910088619,-0.000255369497270918,0
0.229,0.00137278243180689,0.18996077131779,0.302622849186389,-0.000255369497270918,0
0.239,0.000616753322948471,0.184861676032828,0.298256061349783,-0.000255369497270918,0
0.249,5.74204160883225e-06,0.179868495102702,0.293864139256934,-0.000255369497270918,0
0.259,-0.000488123173947008,0.174982182143801,0.289451580758273,-0.000255369497270918,0
0.269,-0.000887360855806623,0.170202987808017,0.285022762059027,-0.000255369497270918,0
0.279,-0.00121024340477182,0.165530607475153,0.280581917767184,-0.000255369497270918,0
0.289,-0.00147116141511173,0.160964298344744,0.276133126695341,-0.000255369497270918,0
0.299,-0.00168210447528979,0.15650298478758,0.271680302168692,-0.000255369497270918,0
0.309,-0.00185281323466371,0.152145325015727,0.267227186281537,-0.000255369497270918,0
0.319,-0.00203335814827293,0.147889772418214,0.262777346639172,-0.000188048229396265,1
0.329,-0.00217925793731985,0.143733597033089,0.25833417531676,-0.000188048229396265,0
0.339,-0.00225492143178242,0.139675220238926,0.253900854268908,-0.000188048229396265,0
0.349,-0.00231620972036703,0.135713969874002,0.249480402057731,-0.000188048229396265,0
0.359,-0.00236581246375757,0.131847827884235,0.245075710572321,-0.000188048229396265,0
0.369,-0.00240602000406377,0.128074759837068,0.240689503182701,-0.000188048229396265,0
0.379,-0.00243861475043899,0.124392725059082,0.236324339961592,-0.000188048229396265,0
0.389,-0.00246509263048312,0.120799689175148,0.231982623074908,-0.000188048229396265,0
0.399,-0.00248668157576314,0.117293630941254,0.2276666024176,-0.000188048229396265,0
0.409,-0.00250434897334313,0.113872548459901,0.223378381290589,-0.000188048229396265,0
0.419,-0.00255986939098568,0.110534465062197,0.219119922096174,-0.000188048229396265,0
0.429,-0.00256365127843183,0.107276433527887,0.214893052039854,-0.000188048229396265,0
0.439,-0.00256689868324245,0.104097763379715,0.210699434459286,-0.000188048229396265,0
0.449,-0.0025695827715658,0.100996532265986,0.206540651904493,-0.000188048229396265,0
0.459,-0.00257186943780561,0.0979708654185651,0.20241816663026,-0.000188048229396265,0
0.469,-0.0025737546626247,0.0950189297436228,0.198333326358073,-0.000188048229396265,0
0.479,-0.00257541268824198,0.0921389369490077,0.194287369637471,-0.000188048229396265,0
