Time,X1_pred,X2_pred,U_pred,Event_pred
0.9329,0.0275169997425957,-0.00427325280075237,0.000394212057540377,0
0.9429,0.0253528563424769,-0.00411715539752769,0.000394212057540377,0
0.9529,0.0232689257873706,-0.00395502630062429,0.000394212057540377,0
0.9629,0.0212681437112711,-0.00378937366608708,0.000283926234848696,1
0.9729,0.0193521887345163,-0.00362052827706442,0.000258945952665937,1
0.9829,0.0175225724072496,-0.00344964675711283,0.00023505795903089,1
0.9929,0.0157802264562859,-0.00327778502773513,0.000212277773891878,1
1.0029,0.0141255537159621,-0.00310590265103239,0.00019061384920775,1
1.0129,0.0125584768367299,-0.00293486724104454,0.000170068204423619,1
1.0229,0.0110784847393709,-0.00276545891497358,0.000150637033379982,1
1.0329,0.00968467679714473,-0.00259837475804654,0.00013231128233914,1
1.0429,0.00837580474132432,-0.00243423327822345,0.000115077198988625,1
1.0529,0.00715031229747127,-0.00227357882928994,9.89168524409488e-05,1
1.0629,0.00600637257052883,-0.00211688598309173,8.38086243932235e-05,1
1.0729,0.00494192320641243,-0.00196456383377044,6.97276717397409e-05,1
1.0829,0.0039546993663208,-0.00181696021884706,5.66463610462647e-05,1
1.0929,0.00304226455753095,-0.00167436584387159,4.45346753972764e-05,1
1.1029,0.00220203937103762,-0.00153690655830577,4.45346753972764e-05,0
1.1129,0.0014313840525137,-0.00140479094943159,4.45346753972764e-05,0
1.1229,0.000727557193745389,-0.00127848878525114,1.36909762430789e-05,1
1.1329,8.7585243926073e-05,-0.00115786423264561,5.12460178668457e-06,1
1.1429,-0.00049143445764066,-0.00104298011979713,-2.64579768215147e-06,1
1.1529,-0.00101243308308159,-0.000933794221217836,-2.64579768215147e-06,0
1.1629,-0.00147831776060742,-0.000830316926242058,-2.64579768215147e-06,0
1.1729,-0.00189199790596785,-0.0007325285139886,-2.64579768215147e-06,0
1.1829,-0.00225637016505618,-0.000640382141506883,-2.64579768215147e-06,0
1.1929,-0.00257430486564456,-0.000553806683682454,-2.64579768215147e-06,0
1.2029,-0.00284863390262015,-0.000472709424634585,-2.64579768215147e-06,0
1.2129,-0.00308213998103482,-0.000396978601121746,-2.64579768215147e-06,0
1.2229,-0.00327754714161466,-0.000326485799176045,-2.64579768215147e-06,0
1.2329,-0.00343751249406106,-0.000261088205819116,-2.64579768215147e-06,0
1.2429,-0.00356461908447656,-0.000200630718273415,-2.64579768215147e-06,0
1.2529,-0.00366136982452879,-0.000144947913578129,-2.64579768215147e-06,0
1.2629,-0.00373018241149333,-9.386588195185e-05,-2.64579768215147e-06,0
1.2729,-0.00377338517005776,-4.72039276185532e-05,-2.64579768215147e-06,0
1.2829,-0.00379321374869698,-4.77614113294185e-06,-2.64579768215147e-06,0
1.2929,-0.00379180860551475,3.36071524905006e-05,-2.64579768215147e-06,0
1.3029,-0.00377121322066399,6.81380653197765e-05,-2.64579768215147e-06,0
1.3129,-0.00373337297478343,9.90099330176172e-05,-2.64579768215147e-06,0
1.3229,-0.00368013463529984,0.000126416211486868,-2.64579768215147e-06,0
1.3329,-0.00361324639492111,0.000150549478714358,-2.64579768215147e-06,0
1.3429,-0.00353435840916901,0.000171600536815312,-2.64579768215147e-06,0
1.3529,-0.00344502378235218,0.000189757609248649,-2.64579768215147e-06,0
1.3629,-0.00334669995394551,0.000205205628170485,-2.64579768215147e-06,0
1.3729,-0.00324075043990632,0.00021812560691607,-2.64579768215147e-06,0
1.3829,-0.00312844688600838,0.000228694092646705,-2.64579768215147e-06,0
1.3929,-0.00301097139279902,0.000237082694265296,-2.64579768215147e-06,0
1.4029,-0.00288941907427357,0.000243457680789935,-2.64579768215147e-06,0
1.4129,-0.00276480081480433,0.000247979645476856,-2.64579768215147e-06,0
1.4229,-0.0026380461912511,0.000250803231100392,-2.64579768215147e-06,0
1.4329,-0.00251000652950965,0.000252076911926042,-2.64579768215147e-06,0
1.4429,-0.00238145806701712,0.000251942828051713,-2.64579768215147e-06,0
1.4529,-0.00225310519492424,0.000250536667939891,-2.64579768215147e-06,0
1.4629,-0.00212558375575937,0.000247987595118323,-2.64579768215147e-06,0
1.4729,-0.00199946437444445,0.000244418215187263,-2.64579768215147e-06,0
1.4829,-0.00187525580247638,0.00023994457943616,-2.64579768215147e-06,0
1.4929,-0.00175340825695582,0.000234676221540486,-2.64579768215147e-06,0
1.5029,-0.00163431673792862,0.000228716223979174,-2.64579768215147e-06,0
1.5129,-0.00151832430920111,0.000222161310983721,-2.64579768215147e-06,0
1.5229,-0.00140572532940004,0.000215101965000539,-2.64579768215147e-06,0
1.5329,-0.00129676862157037,0.000207622563817664,-2.64579768215147e-06,0
1.5429,-0.00119166057103997,0.00019980153567478,-2.64579768215147e-06,0
1.5529,-0.00109056814263154,0.00019171152984088,-2.64579768215147e-06,0
1.5629,-0.000993621809568471,0.000183419600306286,-2.64579768215147e-06,0
1.5729,-0.000900918387605759,0.00017498740039452,-2.64579768215147e-06,0
1.5829,-0.000812523769020893,0.000166471386254304,-2.64579768215147e-06,0
1.5929,-0.00072847555212472,0.000157923027342261,-2.64579768215147e-06,0
1.6029,-0.000648785562901465,0.000149389022152461,-2.64579768215147e-06,0
1.6129,-0.000573442266262333,0.000140911517589408,-2.64579768215147e-06,0
1.6229,-0.000502413065201366,0.000132528330516269,-2.64579768215147e-06,0
1.6329,-0.00043564648687803,0.000124273170139834,-2.64579768215147e-06,0
1.6429,-0.000373074255321235,0.000116150792912373,-5.1525082257993e-06,1
1.6529,-0.000314625784609728,0.00010821493109209,-5.1525082257993e-06,0
1.6629,-0.000260203693279073,0.00010048817074672,-5.1525082257993e-06,0
1.6729,-0.000209699404212433,9.29898655225812e-05,-5.1525082257993e-06,0
1.6829,-0.00016299477204693,8.57363479301894e-05,-5.1525082257993e-06,0
1.6929,-0.000119963603309789,7.87411357753818e-05,-5.1525082257993e-06,0
1.7029,-8.04730718187881e-05,7.20151331486835e-05,-5.1525082257993e-06,0
1.7129,-4.43850321726276e-05,6.5566825469745e-05,-5.1525082257993e-06,0
1.7229,-1.15572344055824e-05,5.94024681622388e-05,-5.1525082257993e-06,0
1.7329,1.81555569099426e-05,5.35262686078127e-05,-5.1525082257993e-06,0
1.7429,4.4900535656939e-05,4.79405610956741e-05,-5.1525082257993e-06,0
1.7529,6.88259156691191e-05,4.26459745472793e-05,-5.1525082257993e-06,0
1.7629,9.00800770270896e-05,3.76415928536022e-05,-5.1525082257993e-06,0
1.7729,0.000108810793376864,3.29251077157131e-05,-5.1525082257993e-06,0
1.7829,0.000125164536441343,2.84929639281151e-05,-5.1525082257993e-06,0
1.7929,0.000139285853868959,2.43404970886322e-05,-5.1525082257993e-06,0
1.8029,0.000151316816559407,2.04620637588214e-05,-5.1525082257993e-06,0
1.8129,0.000161396531622258,1.68511641350872e-05,-5.1525082257993e-06,0
1.8229,0.000169660717158179,1.35005573230979e-05,-5.1525082257993e-06,0
1.8329,0.00017624133510257,1.04023693369483e-05,-5.1525082257993e-06,0
1.8429,0.000181266278435942,7.54819396996979e-06,-5.1525082257993e-06,0
1.8529,0.000184859109142491,4.9291867063554e-06,-5.1525082257993e-06,0
1.8629,0.000187138843386526,2.53615186203696e-06,-5.1525082257993e-06,0
1.8729,0.000188219780474158,3.59623159710017e-07,-5.1525082257993e-06,0
1.8829,0.000188211372273538,-1.61006204326055e-06,-5.1525082257993e-06,0
1.8929,0.000187218129879635,-3.38269464392788e-06,-5.1525082257993e-06,0
1.9029,0.000185339564427791,-4.96813156058943e-06,-5.1525082257993e-06,0
1.9129,0.000182670159083069,-6.37623913106639e-06,-5.1525082257993e-06,0
1.9229,0.000179299369358452,-7.61684189104843e-06,-5.1525082257993e-06,0
1.9329,0.00017531164904357,-8.6996764777861e-06,-5.1525082257993e-06,0
1.9429,0.000170786499155633,-9.63435040270118e-06,-5.1525082257993e-06,0
1.9529,0.000165798537455127,-1.04303054362454e-05,-5.1525082257993e-06,0
1.9629,0.000160417586199549,-1.10967853494301e-05,-5.1525082257993e-06,0
1.9729,0.000154708775938634,-1.16428077587406e-05,-5.1525082257993e-06,0
1.9829,0.000148732663283325,-1.20771398245109e-05,-5.1525082257993e-06,0
1.9929,0.000142545360707787,-1.2408277557151e-05,-5.1525082257993e-06,0
2.0029,0.000136198676568503,-1.26444284907718e-05,-5.1525082257993e-06,0
2.0129,0.000129740263646549,-1.27934974896376e-05,-5.1525082257993e-06,0
2.0229,0.000123213774638084,-1.28630754593973e-05,-5.1525082257993e-06,0
2.0329,0.000116659023133747,-1.28604307420964e-05,-5.1525082257993e-06,0
2.0429,0.000110112148739565,-1.27925029814823e-05,-5.1525082257993e-06,0
2.0529,0.000103605785100084,-1.26658992529877e-05,-5.1525082257993e-06,0
2.0629,9.71692296884903e-05,-1.24868922609477e-05,-5.1525082257993e-06,0
2.0729,9.0828614328328e-05,-1.22614204139959e-05,-5.1525082257993e-06,0
2.0829,8.46070755070017e-05,-1.19950895981376e-05,-5.1525082257993e-06,0
2.0929,7.85249236324259e-05,-1.16931764756518e-05,-5.1525082257993e-06,0
2.1029,7.25998104709676e-05,-1.13606331466689e-05,-5.1525082257993e-06,0
2.1129,6.68468940871622e-05,-1.10020930189697e-05,-5.1525082257993e-06,0
2.1229,6.12790006835902e-05,-1.06218777402023e-05,-5.1525082257993e-06,0
2.1329,5.59067828128055e-05,-1.0224005055276e-05,-5.1525082257993e-06,0
2.1429,5.07388735023547e-05,-9.81219746013442e-06,-5.1525082257993e-06,0
2.1529,4.57820358987851e-05,-9.38989153140252e-06,-5.1525082257993e-06,0
2.1629,4.10413080971851e-05,-8.96024781950811e-06,-5.1525082257993e-06,0
2.1729,3.65201428793338e-05,-8.52616120078715e-06,-5.1525082257993e-06,0
2.1829,3.22205421360609e-05,-8.09027159175976e-06,-5.1525082257993e-06,0
2.1929,2.8143185798045e-05,-7.65497493620239e-06,-5.1525082257993e-06,0
2.2029,2.42875551441457e-05,-7.22243438282059e-06,-5.1525082257993e-06,0
2.2129,2.06520503975913e-05,-6.79459157823798e-06,-5.1525082257993e-06,0
2.2229,1.72341025580747e-05,-6.37317800664809e-06,-5.1525082257993e-06,0
2.2329,1.40302794521926e-05,-5.95972631382202e-06,-5.1525082257993e-06,0
2.2429,1.10363860158294e-05,-5.55558155921974e-06,-5.1525082257993e-06,0
2.2529,8.24755885020369e-06,-5.16191234571405e-06,-5.1525082257993e-06,0
2.2629,5.65835511849646e-06,-4.77972178190268e-06,-5.1525082257993e-06,0
2.2729,3.26283587242663e-06,-4.40985823715537e-06,-5.1525082257993e-06,0
2.2829,1.05464391797652e-06,-4.05302585442209e-06,-5.1525082257993e-06,0
2.2929,-9.72923653152505e-07,-3.70979479041764e-06,-5.1525082257993e-06,0
2.3029,-2.82684812470817e-06,-3.38061115710234e-06,-5.1525082257993e-06,0
2.3129,-4.51432685513463e-06,-3.06580664240302e-06,-5.1525082257993e-06,0
2.3229,-6.04271584948101e-06,-2.76560779186936e-06,-5.1525082257993e-06,0
2.3329,-7.41947702956621e-06,-2.48014493644561e-06,-5.1525082257993e-06,0
2.3429,-8.65213002075945e-06,-2.20946075476338e-06,-5.1525082257993e-06,0
2.3529,-9.74820826812038e-06,-1.95351846133744e-06,-5.1525082257993e-06,0
2.3629,-1.0715219290521e-05,-1.71220961478049e-06,-5.1525082257993e-06,0
2.3729,-1.15606088786207e-05,-1.48536154265522e-06,-5.1525082257993e-06,0
2.3829,-1.22917290410697e-05,-1.27274438186148e-06,-5.1525082257993e-06,0
2.3929,-1.29158095029594e-05,-1.07407773552263e-06,-5.1525082257993e-06,0
2.4029,-1.34399325612177e-05,-8.89036949198768e-07,-5.1525082257993e-06,0
2.4129,-1.38710111032559e-05,-7.17259010924707e-07,-5.1525082257993e-06,0
2.4229,-1.4215769597615e-05,-5.5834808105767e-07,-5.1525082257993e-06,0
2.4329,-1.44807278685462e-05,-4.11880659233747e-07,-5.1525082257993e-06,0
2.4429,-1.4129160175224e-05,-2.77410396882903e-07,-5.1525082257993e-06,0
2.4529,-1.39358301095477e-05,-1.59902837700365e-07,-5.1525082257993e-06,0
2.4629,-1.38973269724668e-05,-5.60793350928442e-08,-5.1525082257993e-06,0
2.4729,-1.38072393607472e-05,3.69767858831148e-08,-5.1525082257993e-06,0
2.4829,-1.34642808428281e-05,1.19826418644283e-07,-5.1525082257993e-06,0
2.4929,-1.28859928210571e-05,1.90961502950142e-07,-5.1525082257993e-06,0
2.5029,-1.27776260767609e-05,2.49200198607706e-07,-5.1525082257993e-06,0
2.5129,-1.26402483513803e-05,3.00531357256552e-07,-5.1525082257993e-06,0
2.5229,-1.24773424244007e-05,3.45355622786707e-07,-5.1525082257993e-06,0
2.5329,-1.22921872705829e-05,3.8406840249405e-07,-5.1525082257993e-06,0
2.5429,-1.20878608820653e-05,4.17058352692481e-07,-5.1525082257993e-06,0
2.5529,-1.1867243844837e-05,4.44706043985893e-07,-5.1525082257993e-06,0
2.5629,-1.16330235789992e-05,4.67382795777681e-07,-5.1525082257993e-06,0
2.5729,-1.13876991575314e-05,4.85449669731912e-07,-5.1525082257993e-06,0
2.5829,-1.11335866235079e-05,4.99256612076042e-07,-5.1525082257993e-06,0
2.5929,-1.08728247308464e-05,5.09141734845524e-07,-5.1525082257993e-06,0
2.6029,-1.06073810386928e-05,5.15430726411442e-07,-5.1525082257993e-06,0
2.6129,-1.03390582944483e-05,5.18436381899233e-07,-5.1525082257993e-06,0
2.6229,-1.00695010452043e-05,5.184582443958e-07,-5.1525082257993e-06,0
2.6329,-9.80020242196118e-06,5.1578234815027e-07,-5.1525082257993e-06,0
2.6429,-9.53251104546408e-06,5.10681055296862e-07,-5.1525082257993e-06,0
2.6529,-9.26763800677019e-06,5.03412977963823e-07,-5.1525082257993e-06,0
2.6629,-9.00666387978151e-06,4.9422297797715e-07,-5.1525082257993e-06,0
2.6729,-8.75054572691315e-06,4.83342236719257e-07,-5.1525082257993e-06,0
2.6829,-8.50012406282661e-06,4.7098838805847e-07,-5.1525082257993e-06,0
2.6929,-8.25612974473455e-06,4.57365707622896e-07,-5.1525082257993e-06,0
2.7029,-8.01919076117836e-06,4.42665352049959e-07,-5.1525082257993e-06,0
2.7129,-7.78983889439221e-06,4.27065642198754e-07,-5.1525082257993e-06,0
2.7229,-7.56851623439844e-06,4.10732384664807e-07,-5.1525082257993e-06,0
2.7329,-7.35558152583164e-06,3.93819226284318e-07,-5.1525082257993e-06,0
2.7429,-7.15131633116364e-06,3.7646803665621e-07,-5.1525082257993e-06,0
2.7529,-6.95593099650438e-06,3.58809314044232e-07,-5.1525082257993e-06,0
2.7629,-6.76957040848576e-06,3.4096261034686e-07,-5.1525082257993e-06,0
2.7729,-6.59231953290384e-06,3.23036971139038e-07,-5.1525082257993e-06,0
2.7829,-6.42420872780142e-06,3.0513138709618e-07,-5.1525082257993e-06,0
2.7929,-6.26521882552553e-06,2.87335253406583e-07,-5.1525082257993e-06,0
2.8029,-6.11528597999671e-06,2.69728834063187e-07,-5.1525082257993e-06,0
2.8129,-5.97430627698512e-06,2.52383728198842e-07,-5.1525082257993e-06,0
2.8229,-5.84214010660871e-06,2.35363335890816e-07,-5.1525082257993e-06,0
2.8329,-5.7186162985567e-06,2.18723321109829e-07,-5.1525082257993e-06,0
2.8429,-5.60353602170323e-06,2.0251206972642e-07,-5.1525082257993e-06,0
2.8529,-5.49667645081831e-06,1.86771140712817e-07,-5.1525082257993e-06,0
2.8629,-5.39779420401109e-06,1.71535708891726e-07,-5.1525082257993e-06,0
2.8729,-5.30662855536121e-06,1.56834997784671e-07,-5.1525082257993e-06,0
2.8829,-5.22290442791351e-06,1.42692701301823e-07,-5.1525082257993e-06,0
2.8929,-5.14633517283469e-06,1.29127393192783e-07,-5.1525082257993e-06,0
2.9029,-5.07662514106546e-06,1.16152923343859e-07,-5.1525082257993e-06,0
2.9129,-5.01347205425247e-06,1.03778800162134e-07,-5.1525082257993e-06,0
2.9229,-4.95656918211715e-06,9.20105584304526e-08,-5.1525082257993e-06,0
2.9329,-4.9056073337198e-06,8.08501121505858e-08,-5.1525082257993e-06,0
2.9429,-4.86027667031079e-06,7.02960920147323e-08,-5.1525082257993e-06,0
2.9529,-4.82026834763311e-06,6.0344167258374e-08,-5.1525082257993e-06,0
2.9629,-4.78527599565629e-06,5.09873517508748e-08,-5.1525082257993e-06,0
2.9729,-4.7549970437852e-06,4.22162942743573e-08,-5.1525082257993e-06,0
2.9829,-4.72913389960424e-06,3.40195530267806e-08,-5.1525082257993e-06,0
2.9929,-4.70739498919124e-06,2.63838544621519e-08,-5.1525082257993e-06,0
3.0029,-4.68949566697098e-06,1.92943366498561e-08,-5.1525082257993e-06,0
3.0129,-4.67515900297908e-06,1.27347773965873e-08,-5.1525082257993e-06,0
3.0229,-4.6641164552778e-06,6.68780742872636e-09,-5.1525082257993e-06,0
3.0329,-4.65610843510816e-06,1.13510898063878e-09,-5.1525082257993e-06,0
3.0429,-4.65088477218274e-06,-3.94239982433645e-09,-5.1525082257993e-06,0
3.0529,-4.64820508732272e-06,-8.56439437806843e-09,-5.1525082257993e-06,0
3.0629,-4.64783907942443e-06,-1.27509863250274e-08,-5.1525082257993e-06,0
3.0729,-4.64956673350752e-06,-1.65225791562733e-08,-5.1525082257993e-06,0
3.0829,-4.65317845635215e-06,-1.98997361635637e-08,-5.1525082257993e-06,0
3.0929,-4.65847514597758e-06,-2.29030602416788e-08,-5.1525082257993e-06,0
3.1029,-4.66526820095244e-06,-2.55530850157281e-08,-5.1525082257993e-06,0
3.1129,-4.67337947525935e-06,-2.78701767626239e-08,-5.1525082257993e-06,0
3.1229,-4.68264118416541e-06,-2.98744465917609e-08,-5.1525082257993e-06,0
3.1329,-4.69289576627712e-06,-3.15856723489237e-08,-5.1525082257993e-06,0
3.1429,-4.70399570668531e-06,-3.30232297092531e-08,-5.1525082257993e-06,0
3.1529,-4.71580332583325e-06,-3.42060319294678e-08,-5.1525082257993e-06,0
3.1629,-4.72819053847215e-06,-3.51524777361815e-08,-5.1525082257993e-06,0
3.1729,-4.74103858680177e-06,-3.58804068358348e-08,-5.1525082257993e-06,0
3.1829,-4.75423775163288e-06,-3.64070625422267e-08,-5.1525082257993e-06,0
3.1929,-4.76768704515236e-06,-3.67490610296682e-08,-5.1525082257993e-06,0
3.2029,-4.78129388862205e-06,-3.69223667331707e-08,-5.1525082257993e-06,0
3.2129,-4.79497377810001e-06,-3.69422734316262e-08,-5.1525082257993e-06,0
3.2229,-4.80864994103772e-06,-3.68233905654564e-08,-5.1525082257993e-06,0
3.2329,-4.82225298637941e-06,-3.65796343565266e-08,-5.1525082257993e-06,0
3.2429,-4.8357205505713e-06,-3.62242233150728e-08,-5.1525082257993e-06,0
3.2529,-4.84899694167826e-06,-3.57696777358455e-08,-5.1525082257993e-06,0
3.2629,-4.86203278360451e-06,-3.52278228034713e-08,-5.1525082257993e-06,0
3.2729,-4.87478466222264e-06,-3.46097949450721e-08,-5.1525082257993e-06,0
3.2829,-4.88721477503295e-06,-3.39260510863315e-08,-5.1525082257993e-06,0
3.2929,-4.89929058580108e-06,-3.31863804853619e-08,-5.1525082257993e-06,0
3.3029,-4.91098448545796e-06,-3.23999188368078e-08,-5.1525082257993e-06,0
3.3129,-4.92227346039091e-06,-3.15751643565404e-08,-5.1525082257993e-06,0
3.3229,-4.93313876910879e-06,-3.07199955749702e-08,-5.1525082257993e-06,0
3.3329,-4.94356562812716e-06,-2.98416905843783e-08,-5.1525082257993e-06,0
3.3429,-4.95354290779123e-06,-2.89469475026618e-08,-5.1525082257993e-06,0
3.3529,-4.96306283863477e-06,-2.80419059324764e-08,-5.1525082257993e-06,0
3.3629,-4.97212072876237e-06,-2.7132169210874e-08,-5.1525082257993e-06,0
3.3729,-4.98071469263904e-06,-2.62228272601559e-08,-5.1525082257993e-06,0
3.3829,-4.98884539157648e-06,-2.53184798657429e-08,-5.1525082257993e-06,0
3.3929,-4.99651578611778e-06,-2.44232602213967e-08,-5.1525082257993e-06,0
3.4029,-5.00373090044236e-06,-2.35408585960723e-08,-5.1525082257993e-06,0
3.4129,-5.01049759883995e-06,-2.26745459900344e-08,-5.1525082257993e-06,0
3.4229,-5.01682437423613e-06,-2.18271976606244e-08,-5.1525082257993e-06,0
3.4329,-5.02272114869221e-06,-2.10013164101937e-08,-5.1525082257993e-06,0
3.4429,-5.02819908574861e-06,-2.01990555402452e-08,-5.1525082257993e-06,0
3.4529,-5.03327041443298e-06,-1.94222413867276e-08,-5.1525082257993e-06,0
3.4629,-5.03794826471192e-06,-1.8672395361718e-08,-5.1525082257993e-06,0
3.4729,-5.04224651412806e-06,-1.795075543642e-08,-5.1525082257993e-06,0
3.4829,-5.04617964533214e-06,-1.72582970094904e-08,-5.1525082257993e-06,0
3.4929,-5.04976261419156e-06,-1.65957531132129e-08,-5.1525082257993e-06,0
3.5029,-5.05301072813397e-06,-1.5963633917969e-08,-5.1525082257993e-06,0
3.5129,-5.05593953436482e-06,-1.53622455028254e-08,-5.1525082257993e-06,0
