Time,Event,EventTime,U,Beta,G1_1,G1_2,G1_3,X1_1,X1_2,X1_2,XX1,SS,gg1,z1,chi,G11,G22,rho,delta
0,NaN,NaN,0,0,0,0,0,1,-1,0.5,2568190902.45037,0,513638180.490074,0,0.8,0.0384568479589416,0.24065835824243,0.19,0
0.01,1,0.01,0,0,0,0,0,1,-1,0.5,2568190902.45037,0,0,0,0.775677577411317,0.0315504919030672,0.273445454181239,0,0
0.02,NaN,NaN,0,0,0,0,0,1,-1,0.5,2568190902.45037,0,0,0,0.775677577411317,0.0230676259635174,0.272138910739327,0,0
0.03,NaN,NaN,0,0,0,0,0,1,-1,0.5,2568190902.45037,0,0,0,0.775677577411317,0.0203364499539439,0.233956814887991,0,0
0.04,NaN,NaN,0,0,0,0,0,1,-1,0.5,2568190902.45037,0,0,0,0.775677577411317,0.0122656419570291,0.275449125758576,0,0
0.05,NaN,NaN,0,0,0,0,0,1,-1,0.5,2568190902.45037,0,0,0,0.775677577411317,0.00732995654028885,0.262528670124899,0,0
0.06,NaN,NaN,0,0,0,0,0,1,-1,0.5,2568190902.45037,0,0,0,0.775677577411317,0.000609985294575461,0.231702485229381,0,0
0.07,NaN,NaN,0,1,-0.0199973337599309,0.0996679946249558,-0.148885033623318,0.808106333968155,-0.951226,0.448517,2568190902.45037,513638180.490074,0,1,0.775677577411317,0.00524882777436498,0.249088853717754,0.706941537161241,0.126941537161241
0.08,NaN,NaN,0,1,-0.0161607195666414,0.0948367350330599,-0.133748894670688,0.653035600530015,-0.908321162371519,0.400475020754,2272107535.03913,454421507.007826,2072049.5018093,0.808106333968155,0.775677577411317,0.0112667516841185,0.245525341051817,0.698801690369604,0.118801690369604
0.09,NaN,NaN,0,1,-0.0130599694196143,0.090583135238172,-0.119567769819784,0.527721749756937,-0.870244354994639,0.355554518156766,2024328617.16263,404865723.432526,7538731.7620811,0.653035600530015,0.775677577411317,0.0154463078218361,0.270205512742388,0.692994621206609,0.112994621206609
0.1,NaN,NaN,0,1,-0.0105540431049755,0.0868054129564946,-0.106263648432556,0.426454616014171,-0.836152155598062,0.313482649232463,1815452273.93886,363090454.787772,15513234.6373569,0.527721749756937,0.775677577411317,0.0239017012331765,0.234491349822261,0.707252366368587,0.127252366368587
0.11,NaN,NaN,0,0,-0.00852888550884549,0.083420893603872,-0.0937685148147857,0.34462138683798,-0.805360964258755,0.27402488346107,1638187731.33721,327637546.267442,25347973.2163851,0.426454616014171,0.775677577411317,0.02833787063286,0.235967934509579,0.706323453747628,0.126323453747628
0.12,NaN,NaN,0,1,-0.00689231859595348,0.0803624262591078,-0.0820227764168627,0.278489785749327,-0.777316344662559,0.23697820239563,1486825840.01296,297365168.002593,36563532.0436516,0.34462138683798,0.775677577411317,0.0368197216883473,0.232347643850427,0.698104306170726,0.118104306170726
0.13,NaN,NaN,0,1,-0.00556973811914127,0.077575455047534,-0.0709739269531297,0.225048297325049,-0.751568400560204,0.202165584951499,1356853554.77708,271370710.955415,48799764.155173,0.278489785749327,0.775677577411317,0.0423436997707165,0.247779753199887,0.703559654229509,0.123559654229509
0.14,NaN,NaN,0,1,-0.00450093555218267,0.0750156499836382,-0.0605754204910176,0.181861812423226,-0.727751649148876,0.169431527100766,1244671315.20408,248934263.040815,61781925.9262239,0.225048297325049,0.775677577411317,0.0463353383070449,0.247256575902604,0.697016680173595,0.117016680173595
0.15,NaN,NaN,0,1,-0.00363722020895886,0.0726469586381498,-0.0507857284200428,0.146962460301999,-0.705568905661517,0.138638406125526,1147382833.57916,229476566.715832,75297157.7823682,0.181861812423226,0.775677577411317,0.0538834321793138,0.268128656197819,0.69729704896756,0.11729704896756
0.16,NaN,NaN,0,0,-0.00293924074182914,0.0704400393839818,-0.0415675559908063,0.118761539869728,-0.684778223239765,0.109663522770371,1062638445.72981,212527689.145963,89177999.2175654,0.146962460301999,0.775677577411317,0.0609145983747617,0.276903101327775,0.704813017155304,0.124813017155304
0.17,NaN,NaN,0,0,-0.00237522633060788,0.0683709870300252,-0.0328871925587927,0.0959721504610463,-0.665182299036814,0.0823966931638113,988516881.082667,197703376.216533,103290777.501678,0.118761539869728,0.775677577411317,0.0604987878256735,0.229046611866101,0.71308335910437,0.13308335910437
0.18,NaN,NaN,0,1,-0.0019194406519811,0.0664202960492573,-0.0247139744995545,0.0775542618740481,-0.64662002547691,0.0567382869935015,923435267.020472,184687053.404094,117527380.100561,0.0959721504610463,0.775677577411317,0.0701766839062519,0.274725307265497,0.717472700916983,0.137472700916983
0.19,NaN,NaN,0,1,-0.00155108399358138,0.0645720319774523,-0.0170198424045414,0.0626706295024017,-0.628959587131282,0.032597622992892,866080497.400735,173216099.480147,131799331.446842,0.0775542618740481,0.775677577411317,0.0679566753157063,0.222214013718165,0.707810480271605,0.127810480271605
0.2,1,0.19,8.44739733857345e-06,1,-0.00125341193366004,0.0628131529974602,-0.0097789751642107,0.0506430428973686,-0.612092801038236,0.00989165642701014,815356017.45459,163071203.490918,0,0.0626706295024017,0.768670774270129,0.079851207041169,0.249059669770258,0.705092459192695,0.125092459192695
0.21,NaN,NaN,8.44739733857345e-06,1,-0.00101286051158721,0.0611329527489338,-0.00296748821750347,0.0409234333852695,-0.595930662012179,-0.011456094122112,770340219.908157,154068043.981631,326887.419772988,0.0506430428973686,0.768670774270129,0.086235316306106,0.232221223768611,0.709912093568679,0.129912093568679
0.22,NaN,NaN,8.44739733857345e-06,1,-0.000818468484943852,0.0595226213172682,0.00343681470500166,0.0330689139845226,-0.580399701187721,-0.0315164302412349,730254180.220357,146050836.044071,1238644.16674374,0.0409234333852695,0.768670774270129,0.0903279950776467,0.249963037537571,0.717116070965462,0.137116070965462
0.23,NaN,NaN,8.44739733857345e-06,1,-0.000661378183256836,0.0579748859299021,0.00945464733916164,0.0267216449594766,-0.565439042069515,-0.0503552018666602,694436085.62287,138887217.124574,2642882.28457868,0.0330689139845226,0.768670774270129,0.0975522802746128,0.237454092158402,0.700290252089112,0.120290252089112
0.24,NaN,NaN,8.44739733857345e-06,0,-0.000534432848308226,0.0564837202037389,0.0151054115180296,0.0215955960528828,-0.550998019394939,-0.0680339094301026,662320919.908837,132464183.981767,4459911.04124224,0.0267216449594766,0.768670774270129,0.10156454720181,0.2246007442812,0.721354166145202,0.141354166145202
0.25,NaN,NaN,8.44739733857345e-06,1,-0.000431911894200237,0.0550441087896588,0.0204073391775654,0.0174499301345577,-0.537034178895013,-0.0846102036123157,633424212.646704,126684842.529341,6620737.02008827,0.0215955960528828,0.768670774270129,0.109630841579042,0.256088978308256,0.710353407028196,0.130353407028196
0.26,NaN,NaN,8.44739733857345e-06,1,-0.000348998588521809,0.0536518494714281,0.0253776110546297,0.014099806515506,-0.523511974928109,-0.100138299291968,607328779.963863,121465755.992773,9065465.67076252,0.0174499301345577,0.768670774270129,0.125361854070585,0.237480655118573,0.699089084049985,0.119089084049985
0.27,NaN,NaN,8.44739733857345e-06,1,-0.000281996122835172,0.0523034244642912,0.030032455656391,0.0113925181025458,-0.510401236414044,-0.114669330587152,583674691.51214,116734938.302428,11741976.9351246,0.014099806515506,0.768670774270129,0.109136574425882,0.248572647027175,0.709456189753711,0.129456189753711
