Time,Event,EventTime,U,Beta,G1_1,G1_2,G1_3,X1_1,X1_2,X1_2,XX1,SS,gg1,z1,chi,G11,G22,rho,delta
0,NaN,NaN,0,0,0,0,0,1,-1,0.5,427764561.486638,0,356470467.905531,0,0.8,0.0373746579626759,0.232199057112858,0.19,0
0.01,1,0.01,0,0,0,0,0,1,-1,0.5,427764561.486638,0,0,0,0.80022198967302,0.0306557420599106,0.2762375254909,0,0
0.02,NaN,NaN,0,0,0,0,0,1,-1,0.5,427764561.486638,0,0,0,0.80022198967302,0.0224576775971931,0.267139599316842,0,0
0.03,NaN,NaN,0,0,0,0,0,1,-1,0.5,427764561.486638,0,0,0,0.80022198967302,0.0202259068902832,0.233638417300031,0,0
0.04,NaN,NaN,0,0,0,0,0,1,-1,0.5,427764561.486638,0,0,0,0.80022198967302,0.0126136323867662,0.275512459463429,0,0
0.05,NaN,NaN,0,0,0,0,0,1,-1,0.5,427764561.486638,0,0,0,0.80022198967302,0.0066133506005735,0.281029061628849,0,0
0.06,NaN,NaN,0,0,0,0,0,1,-1,0.5,427764561.486638,0,0,0,0.80022198967302,0.000665102809291923,0.276819105283624,0,0
0.07,NaN,NaN,0,1,-0.0199973337599309,0.0996679946249558,-0.148885033623318,0.808099684837008,-0.951226,0.448517,427764561.486638,356470467.905531,0,1,0.80022198967302,0.00560078612162523,0.268697553192026,0.695623370562552,0.115623370562552
0.08,NaN,NaN,0,1,-0.0161605866187491,0.0948367350330599,-0.133748894670688,0.65302348964477,-0.90832132452388,0.400475020754,378637960.865367,315531634.054472,1423994.63409328,0.808099684837008,0.80022198967302,0.0117491344194401,0.239800000096684,0.713603808726144,0.133603808726144
0.09,NaN,NaN,0,1,-0.013059727243222,0.0905831513203572,-0.119567769819784,0.527705489424381,-0.870244808540749,0.355554512591373,337520267.41484,281266889.512367,5179789.40137384,0.65302348964477,0.80022198967302,0.0191811491660583,0.2411557848755,0.69610025189285,0.11610025189285
