Time,X1_pred,X2_pred,X3_pred,U_pred,Event_pred
-0.061,1,-1,0.5,0,0
-0.051,0.807958587030842,-0.951366903539364,0.448376096460636,0,0
-0.041,0.807268778109455,-0.514414166683693,0.448207060000545,0,0
-0.031,0.755125750869484,-0.212505336642415,0.437034437699803,0,0
-0.021,0.658211259027912,-0.0582656757383138,0.42202210514033,0,0
-0.011,0.53176959709807,-0.0409338562695337,0.405396764385649,0,0
-0.001,0.463466312436658,0.0789057055309494,0.395034796840622,0,0
0.00900000000000001,0.433430017399847,0.285958483578527,0.391260763589186,0,0
0.019,0.350127058833891,0.289413968334464,0.387505675195296,0,0
0.029,0.282809370813137,0.290753674933109,0.383998068093055,0,0
0.039,0.228409413839394,0.290419033649172,0.380656830491655,0,0
0.049,0.184448603808923,0.288765901511507,0.377418785289063,0,0
0.059,0.148923199182877,0.28608101203307,0.374235137472686,0,0
0.069,0.12021497144488,0.282595240911728,0.371068608039984,-0.000269587005027937,1
0.079,0.0969523598970231,0.278494369740876,0.367891121594044,-0.000278368603130055,1
0.089,0.0782167873471375,0.27392620120745,0.364681942737576,-0.000278368603130055,0
0.099,0.0630761141091487,0.269012532192275,0.361426120637415,-0.000278368603130055,0
0.109,0.0508409172436075,0.263849457225118,0.358113397915437,-0.000278368603130055,0
0.119,0.0409532608061123,0.258513914421225,0.3547371674037,-0.000278368603130055,0
0.129,0.0329628773291188,0.253067359222149,0.351293689375471,-0.000278368603130055,0
0.139,0.0264432446253239,0.24755876768286,0.347781461732585,-0.000278368603130055,0
0.149,0.0212372523231054,0.242025519882692,0.344200714888047,-0.000278368603130055,0
0.159,0.0170299004150847,0.236500252862353,0.340552954305709,-0.000278368603130055,0
0.169,0.0136299669175636,0.231007125837857,0.336840753947406,-0.000272371947858698,1
0.179,0.0108821182008124,0.225565045523904,0.333067428624066,-0.000262152853103077,1
0.189,0.0086614878248938,0.220188669435912,0.329236828291939,-0.000262152853103077,0
0.199,0.00686672211429126,0.2148892525186,0.325353173844318,-0.000262152853103077,0
0.209,0.00535784449968415,0.209675303530267,0.321420927597213,-0.000262152853103077,0
0.219,0.00419698039231411,0.204551710117524,0.317444690748624,-0.000262152853103077,0
0.229,0.00325849264629939,0.199524755784351,0.313429074328039,-0.000262152853103077,0
0.239,0.00250022266215324,0.19459750688584,0.309378746767619,-0.000262152853103077,0
0.249,0.00188724593412754,0.189771926876113,0.305298321513032,-0.000262152853103077,0
0.259,0.00139168599728501,0.185049079622617,0.30119232105694,-0.000262152853103077,0
0.269,0.000933424013242455,0.180429323224912,0.297065149185067,-0.000262152853103077,0
0.279,0.000563098837841799,0.175911053191473,0.292921070827099,-0.000262152853103077,0
0.289,0.000321275506630522,0.171493939089287,0.288764149462445,-0.000262152853103077,0
0.299,0.000125839060405904,0.167178647803133,0.284598297762654,-0.000262152853103077,0
0.309,-3.24244008369473e-05,0.16296382741696,0.280427316997379,-0.000262152853103077,0
0.319,-0.000160444014727743,0.158847934284516,0.276254831568636,-0.000198785731871389,1
0.329,-0.000263839409764015,0.154829293423568,0.272084288500687,-0.000198785731871389,0
