Time,Event,EventTime,U,Beta,G1_1,G1_2,X1_1,X1_2,XX1,SS,gg1,z1,chi,G11,G22,rho,delta
0,NaN,NaN,0,0,0,0,-4,-4,5615748.62080705,0,4679790.51733921,0,0.1,0.0289960448795181,0.257425176171439,0,0
0.05,1,0.05,-0.102623142042221,1,-0.0399786803111636,-0.327477394808705,-13.38,-1.79907210248487,5615748.62080705,4679790.51733921,0,-4,0.102015368372458,0.00180216578548816,0.284378397415547,0.716572906915221,0.136572906915221
0.1,1,0.05,-0.384616251604789,1,-0.0599281035291435,-0.469945198933038,-17.8107802562122,-0.229710553606984,65967474.5069765,54972895.4224804,0,-13.38,0.112854421842078,0.0305777956940882,0.234819908068536,0.713375034343099,0.133375034343099
0.15,NaN,NaN,-0.384616251604789,1,-0.0798297691111314,-0.591519395431817,-18.2960027389486,0.77647495287929,119028696.742235,99190580.6185288,6576002.25143231,-17.8107802562122,0.112854421842078,0.0558800814407396,0.241318522024533,0.697424171659824,0.117424171659824
0.2,NaN,NaN,-0.384616251604789,1,-0.0996679946249558,-0.69106946983293,-16.2633353430556,1.3037962619092,126745868.520963,105621557.100803,8409567.37832932,-18.2960027389486,0.112854421842078,0.080789221788156,0.255533149099773,0.701582121479999,0.121582121479999
0.25,NaN,NaN,-0.384616251604789,1,-0.119427298534386,-0.7698665359089,-12.9225280115673,1.46579382204846,100796691.671441,83997243.0595338,3343359.32515292,-16.2633353430556,0.112854421842078,0.115856888411377,0.256273600806572,0.717095007163268,0.137095007163268
0.3,NaN,NaN,-0.384616251604789,0,-0.139092447878458,-0.830578868538528,-9.19343081638834,1.36074650637952,64014147.4510533,53345122.8758778,306819.350366519,-12.9225280115673,0.112854421842078,0.132461804540491,0.25059729632829,0.696847410757071,0.116847410757071
0.35,1,0.25,-0.23996558057611,0,-0.158648504297499,-0.876393067472823,-5.7455973963576,1.12900736086088,32603939.1530984,27169949.2942487,0,-9.19343081638834,0.114564042739066,0.161378501219514,0.24561894000413,0.695999249154213,0.115999249154213
0.4,1,0.05,-0.150564495483456,1,-0.17808086811733,-0.910424593900427,-2.89435100722362,0.852468363049089,12851376.2673632,10709480.2228027,0,-5.7455973963576,0.115787551129193,0.212870804636146,0.218915638083457,0.707801541192993,0.127801541192993
0.45,1,0.05,-0.0745343603771305,0,-0.197375320224904,-0.935409070603099,-0.748708344564782,0.568194338325393,3325436.06128875,2771196.71774062,0,-2.89435100722362,0.116612701257633,0.227845706355353,0.205469458267372,0.714247683906708,0.134247683906708
0.5,1,0.05,-0.016462125042074,1,-0.216518061493029,-0.953594123708712,0.675521042971523,0.322186714757379,248093.487331119,206744.572775933,0,-0.748708344564782,0.117077377484166,0.23345933032174,0.198500482566283,0.698821823616671,0.118821823616671
0.55,1,0.05,0.020999166661228,1,-0.235495749538498,-0.966747287784237,1.47761022465011,0.127941202680332,162074.675773521,135062.229811267,0,0.675521042971523,0.117282374069657,0.232520528987654,0.190117130705249,0.711656152526311,0.131656152526311
0.6,1,0.05,0.0409206891954339,1,-0.254295532626391,-0.976217736711226,1.79007518022769,-0.00930608762138463,810038.784806445,675032.320672037,0,1.47761022465011,0.117348106698035,0.27366139184494,0.213506690000747,0.695441332051792,0.115441332051792
0.65,NaN,NaN,0.0409206891954339,0,-0.272905080563133,-0.983014274296711,1.75785958527309,-0.0911811432248943,1205845.09721012,1004870.91434177,33319.8451260975,1.79007518022769,0.117348106698035,0.330994155552022,0.168596815787751,0.706068284220672,0.126068284220672
0.7,NaN,NaN,0.0409206891954339,1,-0.291312612451591,-0.987880397016832,1.52111742928449,-0.132935892494179,1171876.58981842,976563.824848682,29140.5562480058,1.75785958527309,0.117348106698035,0.314230054185721,0.167209270475263,0.702352729692562,0.122352729692562
0.75,NaN,NaN,0.0409206891954339,0,-0.309506921212638,-0.991358532960176,1.18117211090262,-0.139563740803006,882878.609999397,735732.174999497,3189.38482109645,1.52111742928449,0.117348106698035,0.366739616219187,0.165692695367237,0.691663777781439,0.111663777781439
0.8,NaN,NaN,0.0409206891954339,1,-0.327477394808705,-0.993841590757045,0.826356898340596,-0.128310151335081,535274.324458774,446061.937048978,25651.2205682255,1.18117211090262,0.117348106698035,0.341108580077818,0.175819574272496,0.68777328308409,0.10777328308409
0.85,1,0.25,0.0215460087222412,0,-0.345214034135521,-0.995612733286583,0.501449735511191,-0.103463075852499,263775.225353251,219812.687794375,0,0.826356898340596,0.117387526588848,0.405491237417732,0.160621280573654,0.696575913902527,0.116575913902527
0.9,1,0.05,0.0127409995973085,1,-0.362707467578051,-0.996875298099342,0.240284797202387,-0.0762632416307891,98074.4836684482,81728.7363903735,0,0.501449735511191,0.11739796972852,0.344718704418266,0.137443758464644,0.688084009110197,0.108084009110197
0.95,1,0.05,0.00584703389955332,1,-0.379948962255225,-0.997774927934279,0.0484252691394023,-0.0495880009778722,23028.0379075336,19190.0315896113,0,0.240284797202387,0.117404749048115,0.402071517799547,0.122900875156064,0.679177750118125,0.0991777501181254
1,1,0.05,0.000951237119093914,0,-0.396930432005078,-0.99841575172321,-0.0757868596509753,-0.0261714846413618,1115.09420270331,929.245168919429,0,0.0484252691394023,0.117408430490065,0.38783039288707,0.120917967268021,0.681055479990262,0.101055479990262
1.05,1,0.05,-0.00216839239887184,1,-0.413644442187135,-0.998872121582616,-0.140836636956125,-0.00872938821983429,2063.67571512907,1719.72976260756,0,-0.0757868596509753,0.117409987807501,0.445858725699507,0.115542723782556,0.675124909202341,0.0951249092023415
1.1,1,0.05,-0.00368368743137234,0,-0.430084211401979,-0.999197079104834,-0.16195592432093,0.00349418796390315,7385.99896929588,6154.9991410799,0,-0.140836636956125,0.117410421642808,0.391713862476484,0.0985312981762029,0.660853855941431,0.0808538559414307
1.15,NaN,NaN,-0.00368368743137234,1,-0.44624361024878,-0.999428438598316,-0.152410674789568,0.0103795789460238,9897.05114261333,8247.54261884444,157.245375549014,-0.16195592432093,0.117410421642808,0.444414427254525,0.0891525733361596,0.657126760835911,0.0771267608359112
1.2,NaN,NaN,-0.00368368743137234,1,-0.46211715726001,-0.99959314604389,-0.12569967405056,0.0133038626795906,8833.84859986333,7361.54049988611,64.0066602622872,-0.152410674789568,0.117410421642808,0.402893516807538,0.0741868846606883,0.660663517353203,0.0806635173532031
1.25,NaN,NaN,-0.00368368743137234,1,-0.477700012168498,-0.999710396447816,-0.0918115189813309,0.0133882628572837,6048.66991263616,5040.55826053013,69.3564057546519,-0.12569967405056,0.117410421642808,0.453634171619657,0.0706044335392185,0.661827962738048,0.0818279627380483
1.3,1,0.2,-0.00223209030557668,1,-0.492987966675324,-0.999793860182703,-0.0578818042432149,0.0117100509377723,3250.37724458491,2708.64770382076,0,-0.0918115189813309,0.117410643751594,0.434576509284185,0.0634750164829259,0.647890216092898,0.0678902160928978
1.35,1,0.05,-0.00137356351746383,1,-0.507977432897896,-0.999853271436724,-0.0283172678775681,0.00915478799251163,1305.71546918454,1088.09622432045,0,-0.0578818042432149,0.11741075707439,0.48879617698833,0.0530156067519169,0.641955773258918,0.0619557732589181
1.4,1,0.05,-0.00064644855628785,0,-0.522665429685821,-0.999895560754711,-0.0052887115569012,0.00684412480093338,320.216622872933,266.847185727444,0,-0.0283172678775681,0.117410843663694,0.442736973736569,0.0402450060546781,0.638212255665503,0.0582122556655032
1.45,1,0.05,-8.79025391623555e-05,0,-0.537049566998035,-0.999925662125794,0.0118480440032168,0.00458335824169436,14.3833172724993,11.9860977270827,0,-0.0052887115569012,0.117410896328414,0.460331392149087,0.0356899182700091,0.635048079752676,0.0550480797526759
1.5,1,0.05,0.000319938352354017,1,-0.551128028538147,-0.999947087940426,0.0232471993874366,0.00213817661623565,50.2353107085206,41.8627589237672,0,0.0118480440032168,0.117410925658242,0.492760137818121,0.0237482419451556,0.631065198956796,0.051065198956796
1.55,1,0.05,0.000584756083614622,1,-0.564899552846225,-0.999962338479094,0.0284764049310885,0.000377790151855748,200.347815977674,166.956513314728,0,0.0232471993874366,0.117410938839413,0.475124951082236,0.0118079769149818,0.630813405330909,0.0508134053309093
1.6,NaN,NaN,0.000584756083614622,1,-0.578363413044506,-0.999973193501615,0.0292784982860725,-0.00072287204145325,304.249979433991,253.541649528326,9.12540890075215,0.0284764049310885,0.117410938839413,0.43609945234165,0.00368029733426968,0.617843143544549,0.0378431435445487
1.65,NaN,NaN,0.000584756083614622,1,-0.591519395431817,-0.999980919856282,0.027324925691009,-0.00129624635158635,323.618313529454,269.681927941211,12.5135899997398,0.0292784982860725,0.117410938839413,0.452628707260571,0.0058079981547985,0.619084806485811,0.0390848064858106
1.7,NaN,NaN,0.000584756083614622,1,-0.604367777117164,-0.999986419282604,0.0239476851835881,-0.0014971531733498,282.947225517012,235.78935459751,6.26860452836045,0.027324925691009,0.117410938839413,0.439949835097179,0.0140769322221641,0.629341524246431,0.0493415242464315
