Time,Event,EventTime,U,Beta,G1_1,G1_2,X1_1,X1_2,XX1,SS,gg1,z1,G11,G22,rho,delta
0,NaN,NaN,0,0,0,0,-4,-4,10857780.811983,0,21715561.6239659,0,0.0268195374018299,0.250224678342368,0,0
0.1,1,0.1,-0.0248348921093862,1,-0.0399786803111636,-0.327477394808705,-23.6482792587773,0.399973302313712,10857780.811983,21715561.6239659,0,-4,0.0299587676781716,0.22938010592104,0.702348098330752,0.122348098330752
0.2,1,0.1,-0.112762758885434,1,-0.0599281035291435,-0.469945198933038,-10.9821327295912,2.36482969416888,406081820.47217,812163640.94434,0,-23.6482792587772,0.0792610727533092,0.260289196653925,0.709867399841145,0.129867399841145
0.3,1,0.1,-0.0543932603830197,1,-0.0798297691111314,-0.591519395431817,3.06328927893173,1.09817924706164,90701514.1860381,181403028.372076,0,-10.9821327295912,0.131893820097675,0.217064947867999,0.702208648638251,0.122208648638251
0.4,1,0.1,0.0174812755868738,1,-0.0996679946249558,-0.69106946983293,8.41263426802822,-0.306396271914514,6493282.13162404,12986564.2632481,0,3.06328927893173,0.205185559705126,0.222763769945101,0.703383765014665,0.123383765014665
0.5,NaN,NaN,0.0174812755868738,1,-0.119427298534386,-0.7698665359089,3.30640104111906,-0.841270348524792,51553221.8341408,103106443.668282,43438836.9239557,8.41263426802822,0.217872088547755,0.231915527456401,0.696182148357424,0.116182148357424
0.6,NaN,NaN,0.0174812755868738,1,-0.139092447878458,-0.830578868538528,-1.77867926431235,-0.330682000076069,8284349.0153714,16568698.0307428,712686.738428266,3.30640104111906,0.288217282057947,0.217342077268424,0.702715302506045,0.122715302506045
0.7,1,0.3,-0.00977235824978387,1,-0.158648504297499,-0.876393067472823,-3.39735767606205,0.177769544414718,2231229.89634893,4462459.79269787,0,-1.77867926431235,0.345700625963886,0.193460628400028,0.694801134111298,0.114801134111298
0.8,NaN,NaN,-0.00977235824978387,1,-0.17808086811733,-0.910424593900427,-1.20538119170224,0.339709928794797,8429798.46627705,16859596.9325541,4019080.44332098,-3.39735767606205,0.31649666111315,0.154544227417414,0.693999160704999,0.113999160704999
0.9,NaN,NaN,-0.00977235824978387,1,-0.197375320224904,-0.935409070603099,0.887109281767484,0.120496441936873,1107054.03092897,2214108.06185795,449989.121186964,-1.20538119170224,0.380953190243248,0.152153326943223,0.675919445824769,0.0959194458247687
1,1,0.3,0.00472961712667285,1,-0.216518061493029,-0.953594123708712,1.48071257959867,-0.0888291203689412,558653.407025134,1117306.81405027,0,0.887109281767484,0.390984750335437,0.124656778554706,0.679891359522395,0.0998913595223949
1.1,NaN,NaN,0.00472961712667285,1,-0.235495749538498,-0.966747287784237,0.547279903311021,-0.148120343519019,1603368.25698581,3206736.51397161,544861.719896454,1.48071257959867,0.441634077579416,0.105728656444572,0.668355989826151,0.0883559898261508
1.2,NaN,NaN,0.00472961712667285,0,-0.254295532626391,-0.976217736711226,-0.401592929001327,-0.0542550286184348,227701.042750594,455402.085501189,156303.039407532,0.547279903311021,0.450588054518788,0.0879591717122665,0.662340846081706,0.0823408460817058
1.3,1,0.3,-0.00204541893096357,1,-0.272905080563133,-0.983014274296711,-0.665473268376703,0.0400321509246361,114499.392522262,228998.785044523,0,-0.401592929001327,0.421802483180917,0.0575545569593082,0.651638235065028,0.0716382350650282
1.4,NaN,NaN,-0.00204541893096357,1,-0.291312612451591,-0.987880397016832,-0.285829996970576,0.0664739115940435,323865.75224873,647731.504497459,107779.708137541,-0.665473268376703,0.418726490224137,0.0400419604733008,0.643861023768129,0.0638610237681292
1.5,NaN,NaN,-0.00204541893096357,1,-0.309506921212638,-0.991358532960176,0.167359973924158,0.0285410805412395,61645.5514010204,123291.102802041,18218.5643337788,-0.285829996970576,0.404994685463343,0.0208777025211189,0.633675328879738,0.0536753288797377
1.6,1,0.3,0.000810935594326405,1,-0.327477394808705,-0.993841590757045,0.302689540046851,-0.0168649075088044,19792.6202287225,39585.240457445,0,0.167359973924157,0.449270029085073,0.00340252510097943,0.621007455025321,0.041007455025321
1.7,NaN,NaN,0.000810935594326405,1,-0.345214034135521,-0.995612733286583,0.155947946421922,-0.0303665998958268,66953.8312414829,133907.662482966,28217.5012997613,0.302689540046851,0.434002185684124,0.0152120922154624,0.625894190452795,0.0458941904527951
1.8,NaN,NaN,0.000810935594326405,1,-0.362707467578051,-0.996875298099342,-0.066044719497311,-0.0156416895060831,18217.8364471192,36435.6728942384,513.451275201915,0.155947946421922,0.424537781529001,0.0349774608342275,0.633171274895919,0.0531712748959188
1.9,1,0.3,-0.000326918817535527,1,-0.379948962255225,-0.997774927934279,-0.138643398816737,0.00646895470975972,3057.30961419931,6114.61922839863,0,-0.066044719497311,0.431296453492128,0.0450456536353453,0.637010147983174,0.057010147983174
2,NaN,NaN,-0.000326918817535527,1,-0.396930432005078,-0.99841575172321,-0.0861948743440276,0.0137363621604796,14025.676113583,28051.3522271659,8068.8445447549,-0.138643398816737,0.376295384232129,0.0695498508964603,0.649299904527898,0.0692999045278983
2.1,NaN,NaN,-0.000326918817535527,0,-0.413644442187135,-0.998872121582616,0.0221335398085531,0.00858679555264921,5528.93874815952,11057.877496319,842.79790924154,-0.0861948743440276,0.362637456586953,0.0796608566566935,0.649615333983743,0.0696153339837427
2.2,1,0.3,0.000112323376401376,1,-0.430084211401979,-0.999197079104834,0.0620184019599735,-0.0023521697911059,338.082483004797,676.164966009594,0,0.0221335398085531,0.325045665993428,0.100114621457113,0.654978814285855,0.0749788142858552
2.3,NaN,NaN,0.000112323376401376,1,-0.44624361024878,-0.999428438598316,0.0446158925593108,-0.0063575783205202,2802.46623642487,5604.93247284974,2420.50698482831,0.0620184019599735,0.278942255772992,0.10822615853941,0.662010365329005,0.082010365329005
