Time,Event,EventTime,U,Beta,G1_1,G1_2,X1_1,X1_2,XX1,SS,gg1,z1,G11,G22,rho,delta
0,NaN,NaN,0,0,0,0,-0.4,-0.4,283263.482244429,0,2832634.82244429,0,0.0312001823473115,0.274967301150271,0,0
0.05,1,0.05,-0.00141555331557663,1,-0.0399786803111636,-0.327477394808705,-1.38241396293886,-0.180007605460592,283263.482244429,2832634.82244429,0,-0.4,0.00183713301075419,0.270521295759255,0.71772717894296,0.13772717894296
0.1,1,0.05,-0.00365570423563934,0,-0.0599281035291435,-0.469945198933038,-1.52067214470027,-0.021065889795135,3560282.82968699,35602828.2968699,0,-1.38241396293886,0.0283903400172438,0.23197568916156,0.721172241888994,0.141172241888994
0.15,NaN,NaN,-0.00365570423563934,1,-0.0798297691111314,-0.591519395431817,-1.41954940013822,0.065491033614698,4384606.24992082,43846062.4992082,477140.573333068,-1.52067214470027,0.0610147412657322,0.2351432142308,0.712537966292548,0.132537966292548
0.2,NaN,NaN,-0.00365570423563934,1,-0.0996679946249558,-0.69106946983293,-1.22302390373476,0.103703753332785,3859103.34120293,38591033.4120293,163381.913812597,-1.41954940013822,0.0844977001222151,0.240761909251393,0.720651232436351,0.140651232436351
0.25,NaN,NaN,-0.00365570423563934,1,-0.119427298534386,-0.7698665359089,-0.703953185899969,0.113001111683626,2883869.23468085,28838692.3468085,487727.538498517,-1.22302390373476,0.121135244096992,0.23146156380115,0.702248109699015,0.122248109699015
0.3,1,0.2,-0.00198356231752483,1,-0.139092447878458,-0.830578868538528,-0.327907039803951,0.0916862619066036,968736.198552508,9687361.98552508,0,-0.703953185899969,0.150214889066954,0.256510157951801,0.718664414719736,0.138664414719736
0.35,1,0.05,-0.000916465866764781,1,-0.158648504297499,-0.876393067472823,-0.0954899274604438,0.0622103987218069,215188.432716889,2151884.32716889,0,-0.327907039803951,0.164938567710659,0.235657765523918,0.711496357721608,0.131496357721608
0.4,1,0.05,-0.000270378038178156,1,-0.17808086811733,-0.910424593900427,0.0783496652099294,0.0358723333568804,19872.1529356236,198721.529356236,0,-0.0954899274604438,0.182270111949047,0.236449699876096,0.70789502385894,0.12789502385894
0.45,1,0.05,0.000215821603142043,1,-0.197375320224904,-0.935409070603099,0.155227439986322,0.0140063322249943,11025.1853610535,110251.853610535,0,0.0783496652099294,0.22918984254512,0.218168269257187,0.717767745985358,0.137767745985358
0.5,1,0.05,0.000476551933379017,1,-0.216518061493029,-0.953594123708712,0.189466449256798,-0.000792599647790122,45150.4031297186,451504.031297186,0,0.155227439986322,0.223167397877445,0.208573727380864,0.709696829245537,0.129696829245538
0.55,NaN,NaN,0.000476551933379017,1,-0.235495749538498,-0.966747287784237,0.15618127718309,-0.00988389469553447,68264.9920462726,682649.920462726,24247.4188703786,0.189466449256798,0.280230080003138,0.221248444401477,0.696419715350015,0.116419715350015
0.6,NaN,NaN,0.000476551933379017,0,-0.254295532626391,-0.976217736711226,0.101753613200724,-0.0127271836102528,46851.7920192286,468517.920192286,1118.95060547248,0.15618127718309,0.268311217220443,0.188673320926237,0.692148758143412,0.112148758143412
0.65,1,0.15,0.000291488459406993,1,-0.272905080563133,-0.983014274296711,0.0689988249348888,-0.0114893781711823,20107.4189053817,201074.189053817,0,0.101753613200724,0.273042952077889,0.172248849745191,0.700519259980937,0.120519259980937
